CNPJ_Fundo,Data_Referencia,Versao,Nome_Imovel,Endereco,Data_Alienacao,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Percentual_Imovel_PL
26.642.834/0001-94,2021-06-30,1,UNIDADE - 122,"R. Dr. Claudino dos Santos, 510 - Cidade Jardim, São José dos Pinhais PR",2021-06-17,46.0,1.0,Imóvel para venda,0.001384155503847,0.0012784567763389
26.642.834/0001-94,2021-06-30,1,SALA - 307,"R. Itajai - São José dos Campos - SP, 12246-856",2021-06-15,52.0,1.0,Imóvel para venda,0.001591778829424,0.0014702252927898
26.642.834/0001-94,2021-06-30,1,SALA - 604,"R. Itajai - São José dos Campos - SP, 12246-856",2021-06-17,50.28,1.0,Imóvel para venda,0.0012457399534623,0.001150611098705
26.642.834/0001-94,2021-06-30,1,LOTE 2,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-04-30,343.09,1.0,Imóvel para venda,0.0016331235543239,0.001508412796699
26.642.834/0001-94,2021-06-30,1,LOTE 5,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-05-07,441.83,1.0,Imóvel para venda,0.0016003951974355,0.0014781836862225
26.642.834/0001-94,2021-06-30,1,SALA - 106,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-06-10,45.81,1.0,Imóvel para venda,0.00134546849593,0.0012427240372859
26.642.834/0001-94,2021-06-30,1,SALA - 21,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-06-04,60.33,1.0,Imóvel para venda,0.0012152191861869,0.0011224209989411
26.642.834/0001-94,2021-06-30,1,SALA - 23,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-06-04,50.72,1.0,Imóvel para venda,0.0015217968960584,0.0014055874130978
26.642.834/0001-94,2021-06-30,1,SALA - 24,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-06-04,45.81,1.0,Imóvel para venda,0.0015370519506974,0.0014196775409212
26.642.834/0001-94,2021-06-30,1,SALA - 25,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-04-27,45.81,1.0,Imóvel para venda,0.0017017960073752,0.0015718411923577
26.642.834/0001-94,2021-06-30,1,SALA - 27,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-06-10,45.81,1.0,Imóvel para venda,0.0018340060425972,0.0016939552286491
26.642.834/0001-94,2021-06-30,1,SALA - 28,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-06-10,50.72,1.0,Imóvel para venda,0.0016609866046164,0.0015341481316067
26.642.834/0001-94,2021-06-30,1,SALA - 71,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-05-27,60.33,1.0,Imóvel para venda,0.001591778829424,0.0014702252927898
26.642.834/0001-94,2021-06-30,1,SALA - 72,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-06-22,60.33,1.0,Imóvel para venda,0.0014089642766046,0.001301371068524
26.642.834/0001-94,2021-06-30,1,SALA - 73,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-06-22,53.85,1.0,Imóvel para venda,0.0015050312433102,0.0013901020414716
26.642.834/0001-94,2021-06-30,1,SALA - 76,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-06-28,45.81,1.0,Imóvel para venda,0.0018893722627511,0.0017450934997027
26.642.834/0001-94,2021-06-30,1,SALA - 75,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-06-28,45.81,1.0,Imóvel para venda,0.0018679178524415,0.0017252774196694
26.642.834/0001-94,2021-06-30,1,1 - BLOCO 1UNIDADE101,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-06-20,58.25,1.0,Imóvel para venda,0.0018679178524415,0.0017252774196694
26.642.834/0001-94,2021-06-30,1,1 - BLOCO 1UNIDADE181,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-05-18,58.25,1.0,Imóvel para venda,0.0019216784522109,0.0017749326808624
26.642.834/0001-94,2021-06-30,1,1 - BLOCO 1UNIDADE191,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-05-02,58.25,1.0,Imóvel para venda,0.0019246682280992,0.0017776941474993
26.642.834/0001-94,2021-06-30,1,1 - BLOCO 1UNIDADE193,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-05-28,48.07,1.0,Imóvel para venda,0.0019187922111543,0.0017722668427924
26.642.834/0001-94,2021-06-30,1,1 - BLOCO 1UNIDADE195,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-06-09,58.25,1.0,Imóvel para venda,0.0018333139648453,0.0016933160002609
26.642.834/0001-94,2021-06-30,1,1 - BLOCO 1UNIDADE211,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-06-03,58.25,1.0,Imóvel para venda,0.0016535813726708,0.0015273083878533
26.642.834/0001-94,2021-06-30,1,1 - BLOCO 1UNIDADE213,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-05-29,48.07,1.0,Imóvel para venda,0.0019187922111543,0.0017722668427924
26.642.834/0001-94,2021-06-30,1,1 - BLOCO 1UNIDADE215,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-04-06,58.25,1.0,Imóvel para venda,0.0016395321943067,0.0015143320515735
26.642.834/0001-94,2021-06-30,1,1 - BLOCO 1UNIDADE221,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-06-24,58.25,1.0,Imóvel para venda,0.0016585643324846,0.0015319108322481
26.642.834/0001-94,2021-06-30,1,1 - BLOCO 1UNIDADE226,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-06-13,47.0,1.0,Imóvel para venda,0.0018679178524415,0.0017252774196694
26.642.834/0001-94,2021-06-30,1,2 - BLOCO 2UNIDADE201,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-05-08,58.25,1.0,Imóvel para venda,0.0016477710339045,0.0015219417459204
26.642.834/0001-94,2021-06-30,1,2 - BLOCO 2UNIDADE202,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-04-17,48.07,1.0,Imóvel para venda,0.0018962930402704,0.0017514857835843
26.642.834/0001-94,2021-06-30,1,2 - BLOCO 2UNIDADE211,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-05-28,58.25,1.0,Imóvel para venda,0.001927450380662,0.0017802638456197
26.642.834/0001-94,2021-06-30,1,2 - BLOCO 2UNIDADE213,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-04-19,48.07,1.0,Imóvel para venda,0.0016484323141965,0.0015225525286453
26.642.834/0001-94,2021-06-30,1,2 - BLOCO 2UNIDADE215,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-06-28,58.25,1.0,Imóvel para venda,0.0016535535511452,0.0015272826908721
26.642.834/0001-94,2021-06-30,1,2 - BLOCO 2UNIDADE224,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-04-26,47.0,1.0,Imóvel para venda,0.0018679178524415,0.0017252774196694
26.642.834/0001-94,2021-06-30,1,3 - BLOCO 3UNIDADE164,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-05-17,47.0,1.0,Imóvel para venda,0.0015910867516721,0.0014695860644016
26.642.834/0001-94,2021-06-30,1,3 - BLOCO 3UNIDADE183,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-04-16,48.1,1.0,Imóvel para venda,0.0018686099301934,0.0017259166480576
26.642.834/0001-94,2021-06-30,1,3 - BLOCO 3UNIDADE196,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-04-30,47.0,1.0,Imóvel para venda,0.0015564828640759,0.0014376246449931
26.642.834/0001-94,2021-06-30,1,BLOCO 1UNIDADE44,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-04-02,47.0,1.0,Imóvel para venda,0.0018679178524415,0.0017252774196694
26.642.834/0001-94,2021-06-30,1,BLOCO 1UNIDADE64,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-04-17,47.0,1.0,Imóvel para venda,0.0016071044759937,0.0014843806219088
26.642.834/0001-94,2021-06-30,1,BLOCO 2UNIDADE153,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-05-10,48.07,1.0,Imóvel para venda,0.0015564828640759,0.0014376246449931
26.642.834/0001-94,2021-06-30,1,BLOCO 2UNIDADE205,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-06-21,58.25,1.0,Imóvel para venda,0.0015564828640759,0.0014376246449931
26.642.834/0001-94,2021-06-30,1,MAIA - 705,"Avenida Gaivota, 520 - Alphaville - Nova Lima - MG",2021-06-11,120.0,1.0,Imóvel para venda,0.0033742236953475,0.0031165567280635
26.642.834/0001-94,2021-06-30,1,ANTARES - 606,"Avenida Gaivota, 520 - Alphaville - Nova Lima - MG",2021-05-18,328.0,1.0,Imóvel para venda,0.0025371570385515,0.0023434112710293
26.642.834/0001-94,2021-06-30,1,RESIDENCIAL - 1215,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-06-28,45.0,1.0,Imóvel para venda,0.0006935627431558,0.0006405999805219
26.642.834/0001-94,2021-06-30,1,RESIDENCIAL - 823,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-06-09,45.0,1.0,Imóvel para venda,0.0012921287486415,0.0011934574908758
26.642.834/0001-94,2021-06-30,1,RESIDENCIAL - 1201,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-04-29,45.0,1.0,Imóvel para venda,0.0011654589342391,0.0010764606056774
26.642.834/0001-94,2021-06-30,1,RESIDENCIAL - 1201,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-04-29,45.0,1.0,Imóvel para venda,0.000694979703145,0.0006419087367239
26.642.834/0001-94,2021-09-30,1,EMGEA 2,"RUA SENADOR LUCIO BITTENCOURT, 298  Apto 07",2021-08-16,100.0,1.0,Unidade - 18102,0.0018483516205439,0.0020972880042746
26.642.834/0001-94,2021-09-30,1,EMGEA 2,"RUA SENADOR LUCIO BITTENCOURT, 298  Apto 07",2021-08-23,100.0,1.0,Unidade - 10283,0.0014632783662639,0.001660353003384
26.642.834/0001-94,2021-09-30,1,IDEIASNET,"R. Dr. Claudino dos Santos, 510 - Cidade Jardim, São José dos Pinhais PR",2021-08-18,41.0,1.0,UNIDADE - 74,0.0008086538339879,0.0009175635018701
26.642.834/0001-94,2021-09-30,1,IDEIASNET,"R. Dr. Claudino dos Santos, 510 - Cidade Jardim, São José dos Pinhais PR",2021-08-18,46.0,1.0,UNIDADE - 76,0.0008086538339879,0.0009175635018701
26.642.834/0001-94,2021-09-30,1,IDEIASNET,"R. Dr. Claudino dos Santos, 510 - Cidade Jardim, São José dos Pinhais PR",2021-08-19,45.0,1.0,UNIDADE - 73,0.0008086538339879,0.0009175635018701
26.642.834/0001-94,2021-09-30,1,IDEIASNET,"R. Dr. Claudino dos Santos, 510 - Cidade Jardim, São José dos Pinhais PR",2021-08-21,45.0,1.0,UNIDADE - 105,0.0008086538339879,0.0009175635018701
26.642.834/0001-94,2021-09-30,1,IDEIASNET,"R. Dr. Claudino dos Santos, 510 - Cidade Jardim, São José dos Pinhais PR",2021-08-21,45.0,1.0,UNIDADE - 75,0.0008086538339879,0.0009175635018701
26.642.834/0001-94,2021-09-30,1,IDEIASNET,"R. Dr. Claudino dos Santos, 510 - Cidade Jardim, São José dos Pinhais PR",2021-08-26,46.0,1.0,UNIDADE - 102,0.0007239377180463,0.0008214378016742
26.642.834/0001-94,2021-09-30,1,IDEIASNET,"R. Dr. Claudino dos Santos, 510 - Cidade Jardim, São José dos Pinhais PR",2021-07-20,46.0,1.0,UNIDADE - 106,0.0008086538339879,0.0009175635018701
26.642.834/0001-94,2021-09-30,1,IDEIASNET,"R. Dr. Claudino dos Santos, 510 - Cidade Jardim, São José dos Pinhais PR",2021-07-12,41.0,1.0,UNIDADE - 104,0.0008086538339879,0.0009175635018701
26.642.834/0001-94,2021-09-30,1,IDEIASNET,"R. Dr. Claudino dos Santos, 510 - Cidade Jardim, São José dos Pinhais PR",2021-07-12,40.0,1.0,UNIDADE - 71,0.0008086538339879,0.0009175635018701
26.642.834/0001-94,2021-09-30,1,IDEIASNET,"R. Dr. Claudino dos Santos, 510 - Cidade Jardim, São José dos Pinhais PR",2021-07-12,40.0,1.0,UNIDADE - 107,0.0008086538339879,0.0009175635018701
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - LUX MOGI - ALPHA,"R. Itajai - São José dos Campos - SP, 12246-856",2021-08-10,45.1,1.0,SALA - 810,0.0013970590130477,0.0015852152137949
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - LUX MOGI - ALPHA,"R. Itajai - São José dos Campos - SP, 12246-856",2021-08-10,45.1,1.0,SALA - 811,0.0013970590130477,0.0015852152137949
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - LUX MOGI - ALPHA,"R. Itajai - São José dos Campos - SP, 12246-856",2021-08-10,50.27,1.0,SALA - 812,0.0015572097472683,0.0017669350824733
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - LUX MOGI - ALPHA,"R. Itajai - São José dos Campos - SP, 12246-856",2021-08-12,50.27,1.0,SALA - 612,0.0015402930171199,0.0017477400035621
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - LUX MOGI - ALPHA,"R. Itajai - São José dos Campos - SP, 12246-856",2021-08-16,50.27,1.0,SALA - 512,0.0016173076679759,0.0018351270037402
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - LUX MOGI - ALPHA,"R. Itajai - São José dos Campos - SP, 12246-856",2021-08-16,50.27,1.0,SALA - 513,0.0016173076679759,0.0018351270037402
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - LUX MOGI - ALPHA,"R. Itajai - São José dos Campos - SP, 12246-856",2021-08-17,50.27,1.0,SALA - 1013,0.0015781226136204,0.0017906644980496
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - LUX MOGI - ALPHA,"R. Itajai - São José dos Campos - SP, 12246-856",2021-08-17,49.13,1.0,SALA - 305,0.0015423262039025,0.0017500470203668
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - LUX MOGI - ALPHA,"R. Itajai - São José dos Campos - SP, 12246-856",2021-08-17,50.27,1.0,SALA - 313,0.0015781226136204,0.0017906644980496
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - LUX MOGI - ALPHA,"R. Itajai - São José dos Campos - SP, 12246-856",2021-08-17,50.27,1.0,SALA - 1012,0.0015781226136204,0.0017906644980496
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - LUX MOGI - ALPHA,"R. Itajai - São José dos Campos - SP, 12246-856",2021-07-01,50.47,1.0,SALA - 514,0.0015402930171199,0.0017477400035621
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - LUX MOGI - ALPHA,"R. Itajai - São José dos Campos - SP, 12246-856",2021-07-22,45.1,1.0,SALA - 610,0.0013169505296375,0.0014943177030456
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - LUX MOGI - ALPHA,"R. Itajai - São José dos Campos - SP, 12246-856",2021-07-07,50.27,1.0,SALA - 613,0.0015402930171199,0.0017477400035621
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - MARFIM MOGI - OMEGA,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-08-18,40.77,1.0,SALA - 116,0.0014632783662639,0.001660353003384
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - MARFIM MOGI - OMEGA,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-08-20,50.72,1.0,SALA - 88,0.0017713369696879,0.0020099010040965
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - MARFIM MOGI - OMEGA,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-08-30,53.85,1.0,SALA - 43,0.0016943223188319,0.0019225140039184
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - MARFIM MOGI - OMEGA,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-08-31,50.72,1.0,SALA - 78,0.0016173076679759,0.0018351270037402
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - MARFIM MOGI - OMEGA,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-08-31,45.81,1.0,SALA - 85,0.0013862637154079,0.0015729660032059
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - MARFIM MOGI - OMEGA,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-08-31,45.81,1.0,SALA - 86,0.0013862637154079,0.0015729660032059
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - MARFIM MOGI - OMEGA,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-09-03,45.81,1.0,SALA - 45,0.0015017856916919,0.0017040465034731
26.642.834/0001-94,2021-09-30,1,J. BIANCHI - MARFIM MOGI - OMEGA,"Avenida João XXIII, Socorro, Mogi das Cruzes, SP - 08780830",2021-07-29,60.33,1.0,SALA - 11,0.0020477219886983,0.0023235096154066
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-08-07,101.69,1.0,2 - BLOCO 2UNIDADE1,0.0026135768929142,0.0029655739767443
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-08-14,58.25,1.0,2 - BLOCO 2UNIDADE195,0.002157950516985,0.0024485837449906
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-08-14,47.0,1.0,3 - BLOCO 3UNIDADE206,0.0018098442951159,0.0020535945041855
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-08-14,48.1,1.0,3 - BLOCO 3UNIDADE207,0.0018098442951159,0.0020535945041855
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-08-15,47.0,1.0,1 - BLOCO 1UNIDADE204,0.0018560530856295,0.0021060267042924
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-08-26,47.0,1.0,3 - BLOCO 3UNIDADE236,0.0018344889833898,0.0020815583442425
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-08-27,58.25,1.0,2 - BLOCO 2UNIDADE91,0.002157950516985,0.0024485837449906
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-09-08,58.25,1.0,2 - BLOCO 2UNIDADE175,0.0021410072937967,0.0024293586049514
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-09-20,58.25,1.0,3 - BLOCO 3UNIDADE211,0.0021718131541391,0.0024643134050226
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-09-23,58.25,1.0,3 - BLOCO 3UNIDADE221,0.0021564102239679,0.002446836004987
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-09-29,47.0,1.0,2 - BLOCO 2UNIDADE214,0.0018483516205439,0.0020972880042746
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-07-15,48.07,1.0,1 - BLOCO 1UNIDADE197,0.0018021428300303,0.0020448558041677
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-07-13,58.25,1.0,1 - BLOCO 1UNIDADE225,0.0021564102239679,0.002446836004987
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-07-01,58.25,1.0,2 - BLOCO 2UNIDADE185,0.0021487087588823,0.0024380973049692
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-07-27,48.07,1.0,2 - BLOCO 2UNIDADE207,0.0018560530856295,0.0021060267042924
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-07-31,58.25,1.0,2 - BLOCO 2UNIDADE45,0.0021564102239679,0.002446836004987
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-07-30,58.25,1.0,3 - BLOCO 3UNIDADE151,0.0021564102239679,0.002446836004987
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-07-27,58.25,1.0,3 - BLOCO 3UNIDADE161,0.0021564102239679,0.002446836004987
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-07-03,58.25,1.0,3 - BLOCO 3UNIDADE171,0.0021564102239679,0.002446836004987
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-07-17,58.25,1.0,2 - BLOCO 2UNIDADE145,0.0021179028985399,0.0024031425048979
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-07-03,58.25,1.0,3 - BLOCO 3UNIDADE191,0.0021448734292697,0.0024337454323603
26.642.834/0001-94,2021-09-30,1,OR - JAÇANÃ,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2021-07-30,48.1,1.0,3 - BLOCO 3UNIDADE233,0.0018491217670525,0.0020981618742763
26.642.834/0001-94,2021-09-30,1,THE SPOT - LEILÃO,"R. Alfredo Benzoni, 3 (Marginal Av. Leão XIII) - Iguatemi - Ribeirão Preto - SP",2021-07-15,40.0,1.0,RESIDENCIAL - 901,0.0045608076236921,0.0051750581505476
26.642.834/0001-94,2021-09-30,1,THE SPOT - LEILÃO,"R. Alfredo Benzoni, 3 (Marginal Av. Leão XIII) - Iguatemi - Ribeirão Preto - SP",2021-09-28,45.0,1.0,RESIDENCIAL - 711,0.0012707414310653,0.0014418851533908
26.642.834/0001-94,2021-12-31,1,EMGEA I,Rua Durval Fernandes Chaves 38253 São Paulo SP,2021-12-20,231.0,1.0,38253,0.007037942868479,0.0055275029478789
26.642.834/0001-94,2021-12-31,1,VIVER - SPOT 2 - FII JIVE II,AlfredoBenzoni 935 Ribeirão Preto SP,2021-11-26,40.0,1.0,935,0.0018703712918101,0.001468963733055
26.642.834/0001-94,2021-12-31,1,VIVER - SPOT 2 - FII JIVE II,AlfredoBenzoni 1217 Ribeirão Preto SP,2021-11-18,45.0,1.0,1217,0.0023525969600072,0.0018476971005053
26.642.834/0001-94,2021-12-31,1,VIVER - SPOT 2 - FII JIVE II,AlfredoBenzoni 519 Ribeirão Preto SP,2021-11-12,45.0,1.0,519,0.0025463176032792,0.0019998426133009
26.642.834/0001-94,2021-12-31,1,VIVER - SPOT 2 - FII JIVE II,AlfredoBenzoni 104 Ribeirão Preto SP,2021-10-18,22.0,1.0,104,0.0012658164550838,0.0009941547292585
