CNPJ_Fundo,Data_Referencia,Versao,Mes_Referencia,Percentual_Rentabilidade_Efetiva_Mes,Percentual_Rentabilidade_Auferida_Ausencia_Garantia
20.216.935/0001-17,2018-12-31,1,11/2018,0.029417,0.029417
20.216.935/0001-17,2018-12-31,1,12/2018,0.038752,0.038752
26.195.121/0001-20,2018-03-31,1,03/2018,0.004731,0.004731
26.195.121/0001-20,2018-06-30,1,06/2018,0.004776,0.004776
26.195.121/0001-20,2018-09-30,1,09/2018,0.004693,0.004693
26.195.121/0001-20,2018-12-31,1,12/2018,0.064789,0.064789
26.990.011/0001-50,2018-03-31,1,03/2018,-0.001178,-0.001178
26.990.011/0001-50,2018-06-30,1,06/2018,-0.001285,-0.001285
26.990.011/0001-50,2018-09-30,1,09/2018,-0.002987,-0.002987
26.990.011/0001-50,2018-12-31,1,12/2018,-0.001463,-0.001463
28.152.272/0001-26,2018-03-31,2,Não aplicável,0.0,0.0
28.152.272/0001-26,2018-06-30,1,,0.0,0.0
28.516.650/0001-03,2018-03-31,1,Não aplicável,0.0,0.0
28.516.650/0001-03,2018-06-30,1,,0.0,0.0
28.516.650/0001-03,2018-09-30,1,,0.0,0.0
28.516.650/0001-03,2018-12-31,1,,0.0,0.0
28.693.595/0001-27,2018-03-31,1,Não Aplicavel,0.0,0.0
28.693.595/0001-27,2018-06-30,1,,0.0,0.0
28.693.595/0001-27,2018-09-30,1,,0.0,0.0
28.693.595/0001-27,2018-12-31,1,,0.0,0.0
28.893.734/0001-66,2018-03-29,1,02/2018,-0.01305,-0.01305
28.893.734/0001-66,2018-03-29,1,03/2018,-0.020136,-0.020136
28.893.734/0001-66,2018-06-29,1,04/2018,-0.009533,-0.009533
28.893.734/0001-66,2018-06-29,1,05/2018,0.020342,0.020342
28.893.734/0001-66,2018-06-29,1,06/2018,-0.006014,-0.006014
28.893.734/0001-66,2018-09-28,1,07/2018,-0.006618,-0.006618
28.893.734/0001-66,2018-09-28,1,08/2018,-0.015633,-0.015633
28.893.734/0001-66,2018-09-28,1,09/2018,-0.022513,-0.022513
28.893.734/0001-66,2018-12-31,1,10/2018,-0.074309,-0.074309
28.893.734/0001-66,2018-12-31,1,11/2018,-0.001111,-0.001111
28.893.734/0001-66,2018-12-31,1,12/2018,0.05205,0.05205
30.492.505/0001-81,2018-06-30,1,06/2018,0.0,0.0
30.492.505/0001-81,2018-09-30,1,09/2018,0.032433,0.032433
30.492.505/0001-81,2018-12-31,1,12/2018,0.053497,0.053497
01.235.622/0001-61,2019-03-29,3,Outubro 2018,0.0061,0.0061
01.235.622/0001-61,2019-03-29,3,Novembro 2018,0.0052,0.0052
01.235.622/0001-61,2019-03-29,3,Dezembro 2018,-0.009,-0.009
01.235.622/0001-61,2019-06-28,3,Abril 2019,0.0061,0.0061
01.235.622/0001-61,2019-06-28,3,Maio 2019,0.0052,0.0052
01.235.622/0001-61,2019-06-28,3,Junho 2019,-0.009,-0.009
01.235.622/0001-61,2019-09-30,2,Julho 2019,-0.0256,-0.0256
01.235.622/0001-61,2019-09-30,2,Agosto 2019,0.0033,0.0033
01.235.622/0001-61,2019-09-30,2,Setembro 2019,0.0034,0.0034
01.235.622/0001-61,2019-12-31,2,Outubro 2019,0.0054,0.0054
01.235.622/0001-61,2019-12-31,2,Novembro 2019,-0.0543,-0.0543
01.235.622/0001-61,2019-12-31,2,Dezembro 2019,0.0216,0.0216
01.497.954/0001-14,2019-03-31,1,03/2019,0.001592,
01.636.325/0001-28,2019-03-31,1,03/2019,0.009234,0.009234
01.636.325/0001-28,2019-06-30,1,06/2019,0.006207,0.006207
01.636.325/0001-28,2019-09-30,1,09/2019,0.004722,0.004722
01.636.325/0001-28,2019-12-31,1,12/2019,0.008883,0.008883
01.657.856/0001-05,2019-03-31,1,03/2019,0.005203,0.005203
01.657.856/0001-05,2019-06-30,1,06/2019,0.006002,0.006002
01.657.856/0001-05,2019-09-30,1,09/2019,0.005997,0.005997
01.657.856/0001-05,2019-12-31,1,12/2019,0.003434,0.003434
03.507.519/0001-59,2019-06-30,1,06/2019,0.00488,0.00488
03.507.519/0001-59,2019-09-30,1,09/2019,0.005206,0.005206
03.683.056/0001-86,2019-12-31,1,Dezembro,0.001971,0.001971
03.683.056/0001-86,2019-12-31,1,Novembro,0.156042,0.156042
03.683.056/0001-86,2019-12-31,1,Outrubro,0.00599,0.00599
04.141.645/0001-03,2019-03-31,1,03/2019,0.00501,0.00501
04.141.645/0001-03,2019-06-30,1,06/2019,0.005705,0.005705
04.141.645/0001-03,2019-09-30,1,09/2019,0.005365,0.005365
04.141.645/0001-03,2019-12-31,1,12/2019,0.004738,0.004738
07.583.627/0001-61,2019-03-31,1,Não Aplicavel,0.0,0.0
07.583.627/0001-61,2019-06-30,1,Não Aplicavel,0.0,0.0
07.583.627/0001-61,2019-09-30,1,Não Aplicavel,0.0,0.0
07.583.627/0001-61,2019-12-31,1,Não Aplicavel,0.0,0.0
08.417.532/0001-30,2019-03-31,1,03/2019,0.007749,
08.696.175/0001-97,2019-09-30,2,09/2019,0.006413,
08.696.175/0001-97,2019-12-31,1,09/2019,0.011573,
11.268.335/0001-01,2019-03-29,1,01/2019,0.01501,0.01501
11.268.335/0001-01,2019-03-29,1,02/2019,0.001573,0.001573
11.268.335/0001-01,2019-03-29,1,03/2019,0.001722,0.001722
11.268.335/0001-01,2019-06-28,1,04/2019,0.001225,0.001225
11.268.335/0001-01,2019-06-28,1,05/2019,0.000681,0.000681
11.268.335/0001-01,2019-06-28,1,06/2019,0.001506,0.001506
11.268.335/0001-01,2019-09-30,1,07/2019,0.016487,0.016487
11.268.335/0001-01,2019-09-30,1,08/2019,0.001746,0.001746
11.268.335/0001-01,2019-09-30,1,09/2019,-0.015222,-0.015222
11.268.335/0001-01,2019-12-31,1,10/2019,0.068034,0.068034
11.268.335/0001-01,2019-12-31,1,11/2019,0.001384,0.001384
11.268.335/0001-01,2019-12-31,1,12/2019,0.044282,0.044282
11.281.322/0001-72,2019-03-29,1,01/2019,0.004818,0.004818
11.281.322/0001-72,2019-03-29,1,02/2019,0.004607,0.004607
11.281.322/0001-72,2019-03-29,1,03/2019,-7.4e-05,-7.4e-05
11.281.322/0001-72,2019-06-28,1,04/2019,0.005016,0.005016
11.281.322/0001-72,2019-06-28,1,05/2019,-0.000368,-0.000368
11.281.322/0001-72,2019-06-28,1,06/2019,0.000107,0.000107
11.281.322/0001-72,2019-09-30,1,07/2019,9e-06,9e-06
11.281.322/0001-72,2019-09-30,1,08/2019,0.004652,0.004652
11.281.322/0001-72,2019-09-30,1,09/2019,0.004699,0.004699
11.281.322/0001-72,2019-12-31,1,10/2019,0.004775,0.004775
11.281.322/0001-72,2019-12-31,1,11/2019,0.000107,0.000107
11.281.322/0001-72,2019-12-31,1,12/2019,-0.023785,-0.023785
13.500.306/0001-59,2019-06-30,1,06/2019,0.00733,0.00733
13.873.457/0001-52,2019-03-31,1,03/2019,0.010262,
15.576.907/0001-70,2019-06-30,2,06/2019,0.01551,0.01551
17.098.794/0001-70,2019-03-29,1,12/2018,-0.1375,
17.098.794/0001-70,2019-03-29,1,11/2018,0.041295,
17.098.794/0001-70,2019-03-29,1,10/2018,0.102232,
17.098.794/0001-70,2019-06-28,1,06/2018,0.009411,0.009411
17.098.794/0001-70,2019-06-28,1,05/2018,0.009079,0.009079
17.098.794/0001-70,2019-06-28,1,04/2018,-0.003304,-0.003304
17.098.794/0001-70,2019-09-30,2,09/2019,-0.002152,-0.002152
17.098.794/0001-70,2019-09-30,2,08/2019,-0.017401,-0.017401
17.098.794/0001-70,2019-09-30,2,07/2019,0.003143,0.003143
17.098.794/0001-70,2019-12-31,1,12/2019,0.126918,0.126918
17.098.794/0001-70,2019-12-31,1,11/2019,0.027943,0.027943
17.098.794/0001-70,2019-12-31,1,10/2019,0.024705,0.024705
17.161.979/0001-82,2019-03-31,1,03/2019,0.003496,0.003496
17.161.979/0001-82,2019-06-30,1,06/2019,0.003841,0.003841
17.161.979/0001-82,2019-09-30,1,09/2019,0.003837,0.003837
17.161.979/0001-82,2019-12-31,1,12/2019,0.001989,0.001989
17.311.079/0001-74,2019-03-31,1,Janeiro/2019,0.026405,0.013862
17.311.079/0001-74,2019-03-31,1,Fevereiro/2019,0.021644,0.010402
17.311.079/0001-74,2019-03-31,1,Março/2019,0.016366,0.014147
17.311.079/0001-74,2019-06-30,1,Janeiro/2019,-0.000175,-0.000175
17.311.079/0001-74,2019-06-30,1,Fevereiro/2019,-0.000193,-0.000193
17.311.079/0001-74,2019-06-30,1,Março/2019,0.000199,0.000199
17.311.079/0001-74,2019-09-30,1,Julho/2019,-0.000641,-0.000641
17.311.079/0001-74,2019-09-30,1,Agosto/2019,-0.000448,-0.000448
17.311.079/0001-74,2019-09-30,1,Setembro/2019,-0.00043,-0.00043
17.311.079/0001-74,2019-12-31,1,Outubro/2019,-0.000506,-0.000506
17.311.079/0001-74,2019-12-31,1,Novembro/2019,-0.000535,-0.000535
17.311.079/0001-74,2019-12-31,1,Dezembro/2019,-0.000602,-0.000602
17.329.029/0001-14,2019-12-31,1,Dez/2019,0.083892,0.083892
17.329.029/0001-14,2019-12-31,1,Nov/2019,0.032464,0.032464
17.329.029/0001-14,2019-12-31,1,Out/2019,0.032834,0.032834
17.590.518/0001-25,2019-03-31,2,out/18,0.0,0.0
17.590.518/0001-25,2019-03-31,2,nov/18,0.0,0.0
17.590.518/0001-25,2019-03-31,2,dez/18,0.0,0.0
18.330.535/0001-96,2019-03-29,1,01/2019,9.7e-05,9.7e-05
18.330.535/0001-96,2019-03-29,1,02/2019,0.005247,0.005247
18.330.535/0001-96,2019-03-29,1,03/2019,0.005299,0.005299
18.330.535/0001-96,2019-06-28,1,04/2019,0.005315,0.005315
18.330.535/0001-96,2019-06-28,1,05/2019,0.005257,0.005257
18.330.535/0001-96,2019-06-28,1,06/2019,0.005109,0.005109
18.330.535/0001-96,2019-09-30,2,07/2019,-0.000123,-0.000123
18.330.535/0001-96,2019-09-30,2,08/2019,0.005751,0.005751
18.330.535/0001-96,2019-09-30,2,09/2019,0.005793,0.005793
18.330.535/0001-96,2019-12-31,1,10/2019,0.005492,0.005492
18.330.535/0001-96,2019-12-31,1,11/2019,0.000418,0.000418
18.330.535/0001-96,2019-12-31,1,12/2019,0.02391,0.02391
18.369.510/0001-04,2019-03-29,1,Março,0.001062,0.001062
18.369.510/0001-04,2019-06-28,1,Março,0.001836,0.001836
18.369.510/0001-04,2019-09-30,1,Março,0.001836,0.001836
18.369.510/0001-04,2019-12-31,1,Março,0.001836,0.001836
20.216.935/0001-17,2019-03-29,1,01/2019,0.016258,0.016258
20.216.935/0001-17,2019-03-29,1,02/2019,0.014032,0.014032
20.216.935/0001-17,2019-03-29,1,03/2019,0.015025,0.015025
20.216.935/0001-17,2019-06-28,1,04/2019,0.002183,0.002183
20.216.935/0001-17,2019-06-28,1,05/2019,0.011905,0.011905
20.216.935/0001-17,2019-06-28,1,06/2019,0.013665,0.013665
20.216.935/0001-17,2019-09-30,1,07/2019,0.008353,0.008353
20.216.935/0001-17,2019-09-30,1,08/2019,0.009226,0.009226
20.216.935/0001-17,2019-09-30,1,09/2019,0.003118,0.003118
20.216.935/0001-17,2019-12-31,1,10/2019,0.049094,0.049094
20.216.935/0001-17,2019-12-31,1,11/2019,0.017558,0.017558
20.216.935/0001-17,2019-12-31,1,12/2019,0.132607,0.132607
20.265.467/0001-70,2019-12-31,1,12/2019,-0.001876,
22.957.521/0001-74,2019-03-31,1,,,
22.957.521/0001-74,2019-06-30,1,,,
22.957.521/0001-74,2019-09-30,1,,,
22.957.521/0001-74,2019-12-31,1,,,
23.781.211/0001-04,2019-12-31,1,10/2019,0.0,0.0
23.781.211/0001-04,2019-12-31,1,11/2019,0.0,0.0
23.781.211/0001-04,2019-12-31,1,12/2019,0.0,0.0
24.853.060/0001-15,2019-12-31,1,12/2019,0.183043,
25.032.881/0001-53,2019-12-31,1,10/2019,0.015683,
25.032.881/0001-53,2019-12-31,1,11/2019,0.0022679902607207,
25.032.881/0001-53,2019-12-31,1,12/2019,0.02916,
26.195.121/0001-20,2019-03-31,1,01/2019,0.002619,0.002619
26.195.121/0001-20,2019-06-30,1,06/2019,0.00389,0.00389
26.195.121/0001-20,2019-09-30,1,09/2019,0.004616,0.004616
26.195.121/0001-20,2019-12-31,1,12/2019,0.001187,0.001187
26.395.660/0001-02,2019-03-29,1,03/2019,-0.3813,
26.395.660/0001-02,2019-03-29,1,02/2019,-0.137473,
26.395.660/0001-02,2019-03-29,1,01/2019,0.342533,
26.395.660/0001-02,2019-06-28,1,06/2019,0.064431,
26.395.660/0001-02,2019-06-28,1,05/2019,-0.021974,
26.395.660/0001-02,2019-06-28,1,04/2019,0.055936,
26.395.660/0001-02,2019-09-30,1,07/2019,0.015281,
26.395.660/0001-02,2019-09-30,1,08/2019,0.287845,
26.395.660/0001-02,2019-09-30,1,09/2019,0.06976,
26.395.660/0001-02,2019-12-31,1,10/2019,0.0,0.0
26.395.660/0001-02,2019-12-31,1,11/2019,0.0,0.0
26.395.660/0001-02,2019-12-31,1,12/2019,0.0,0.0
26.502.761/0001-35,2019-03-29,1,JAN/2019,-0.004429,
26.502.761/0001-35,2019-03-29,1,FEV/2019,-0.002269,
26.502.761/0001-35,2019-03-29,1,MAR/2019,-0.007558,
26.502.761/0001-35,2019-12-31,1,12/2019,0.011167,
26.502.794/0001-85,2019-12-31,2,12/2019,0.114185,
26.846.134/0001-11,2019-12-31,1,10/2019,,-0.035343
26.846.134/0001-11,2019-12-31,1,11/2019,,-0.046528
26.846.134/0001-11,2019-12-31,1,12/2019,,-0.042034
26.846.202/0001-42,2019-12-31,1,10/2019,0.0,0.0
26.846.202/0001-42,2019-12-31,1,11/2019,0.0,0.0
26.846.202/0001-42,2019-12-31,1,12/2019,0.0,0.0
26.990.011/0001-50,2019-03-31,1,03/2019,-0.00155,-0.00155
26.990.011/0001-50,2019-06-30,1,06/2019,-0.001523,-0.001523
26.990.011/0001-50,2019-09-30,1,09/2019,-0.001543,-0.001543
26.990.011/0001-50,2019-12-31,1,12/2019,0.026582,0.026582
27.368.617/0001-10,2019-12-31,1,11/2019,0.000885,
27.368.617/0001-10,2019-12-31,1,12/2019,-0.002424,
27.538.422/0001-71,2019-12-31,5,10/2019,0.0,0.0
27.538.422/0001-71,2019-12-31,5,11/2019,0.0,0.0
27.538.422/0001-71,2019-12-31,5,12/2019,0.001982,0.0
28.516.301/0001-91,2019-09-30,3,07/2019,0.0,
28.516.301/0001-91,2019-09-30,3,08/2019,0.0,
28.516.301/0001-91,2019-09-30,3,09/2019,-0.030877,
28.516.301/0001-91,2019-12-31,2,10/2019,0.0,0.0
28.516.301/0001-91,2019-12-31,2,11/2019,0.0,0.0
28.516.301/0001-91,2019-12-31,2,12/2019,0.0,0.0
28.516.325/0001-40,2019-12-31,1,12/2019,0.007093,
28.516.650/0001-03,2019-03-31,1,,0.0,0.0
28.516.650/0001-03,2019-06-30,1,,0.0,0.0
28.516.650/0001-03,2019-09-30,1,,0.0,0.0
28.516.650/0001-03,2019-12-31,1,,0.0,0.0
28.693.595/0001-27,2019-03-31,1,,0.0,0.0
28.693.595/0001-27,2019-06-30,1,,0.0,0.0
28.693.595/0001-27,2019-09-30,1,,0.0,0.0
28.693.595/0001-27,2019-12-31,1,,0.0,0.0
28.893.734/0001-66,2019-03-29,1,01/2019,-0.00482,-0.00482
28.893.734/0001-66,2019-03-29,1,02/2019,-0.062946,-0.062946
28.893.734/0001-66,2019-03-29,1,03/2019,0.006379,0.006379
28.893.734/0001-66,2019-06-28,1,04/2019,-0.024576,-0.024576
28.893.734/0001-66,2019-06-28,1,05/2019,-0.022355,-0.022355
28.893.734/0001-66,2019-06-28,1,06/2019,-0.068894,-0.068894
28.893.734/0001-66,2019-09-30,1,07/2019,-0.011777,-0.011777
28.893.734/0001-66,2019-09-30,1,08/2019,-0.007792,-0.007792
28.893.734/0001-66,2019-09-30,1,09/2019,-0.008449,-0.008449
28.893.734/0001-66,2019-12-31,1,10/2019,-0.087789,-0.087789
28.893.734/0001-66,2019-12-31,1,11/2019,-0.01212,-0.01212
28.893.734/0001-66,2019-12-31,1,12/2019,-0.007822,-0.007822
30.230.870/0001-18,2019-09-30,1,07/2019,0.0,
30.230.870/0001-18,2019-09-30,1,08/2019,0.0,
30.230.870/0001-18,2019-09-30,1,09/2019,-0.00609,
30.230.870/0001-18,2019-12-31,1,10/2019,0.0,0.0
30.230.870/0001-18,2019-12-31,1,11/2019,0.0,0.0
30.230.870/0001-18,2019-12-31,1,12/2019,0.0,0.0
30.248.129/0001-84,2019-06-28,1,06/2019,0.006645,
30.248.129/0001-84,2019-06-28,1,05/2019,-0.012149,
30.248.129/0001-84,2019-06-28,1,04/2019,-0.011916,
30.248.129/0001-84,2019-09-30,1,06/2019,,
30.248.129/0001-84,2019-09-30,1,05/2019,,
30.248.129/0001-84,2019-09-30,1,04/2019,,
30.248.129/0001-84,2019-12-31,1,10/2019,0.009994,
30.248.129/0001-84,2019-12-31,1,11/2019,0.030328,
30.248.129/0001-84,2019-12-31,1,12/2019,0.001905,
30.248.158/0001-46,2019-09-30,1,07/2019,0.0,
30.248.158/0001-46,2019-09-30,1,08/2019,-0.004256,
30.248.158/0001-46,2019-09-30,1,09/2019,0.001207,
30.248.158/0001-46,2019-12-31,1,10/2019,0.0,0.0
30.248.158/0001-46,2019-12-31,1,11/2019,0.0,0.0
30.248.158/0001-46,2019-12-31,1,12/2019,0.0,0.0
30.248.180/0001-96,2019-12-31,1,10/19,0.0,0.0
30.248.180/0001-96,2019-12-31,1,11/19,0.0,0.0
30.248.180/0001-96,2019-12-31,1,12/19,0.0,0.0
30.492.505/0001-81,2019-03-31,1,03/2019,0.000254,0.000254
30.492.505/0001-81,2019-06-30,1,06/2019,-0.000272,-0.000272
30.492.505/0001-81,2019-09-30,1,06/2019,0.000253,0.000253
30.492.505/0001-81,2019-12-31,1,12/2019,0.000259,0.000259
30.578.316/0001-26,2019-06-28,1,06/2019,0.081098,
30.578.316/0001-26,2019-06-28,1,05/2019,-0.014636,
30.578.316/0001-26,2019-06-28,1,04/2019,0.530596,
30.578.316/0001-26,2019-09-30,1,07/2019,-0.016762,
30.578.316/0001-26,2019-09-30,1,08/2019,0.121792,
30.578.316/0001-26,2019-09-30,1,09/2019,0.117478,
30.578.316/0001-26,2019-12-31,1,10/2019,0.0,
30.578.316/0001-26,2019-12-31,1,11/2019,0.0,
30.578.316/0001-26,2019-12-31,1,12/2019,0.0,
30.578.417/0001-05,2019-12-31,1,10/2019,0.0,0.0
30.578.417/0001-05,2019-12-31,1,11/2019,0.0,0.0
30.578.417/0001-05,2019-12-31,1,12/2019,0.0,0.0
30.654.849/0001-40,2019-12-31,1,10/2019,0.0,0.0
30.654.849/0001-40,2019-12-31,1,11/2019,0.0,0.0
30.654.849/0001-40,2019-12-31,1,12/2019,0.0,0.0
30.791.386/0001-68,2019-06-30,1,,0.0,0.0
30.791.386/0001-68,2019-09-30,1,,0.0,0.0
30.791.386/0001-68,2019-12-31,2,,0.0,0.0
30.982.880/0001-00,2019-09-30,2,07/2019,0.00371,
30.982.880/0001-00,2019-09-30,2,08/2019,0.000764,
30.982.880/0001-00,2019-09-30,2,09/2019,0.008534,
30.982.880/0001-00,2019-12-31,1,10/2019,0.0,0.0
30.982.880/0001-00,2019-12-31,1,11/2019,0.0,0.0
30.982.880/0001-00,2019-12-31,1,12/2019,0.0,0.0
30.982.974/0001-89,2019-12-31,1,10/2019,,
30.982.974/0001-89,2019-12-31,1,11/2019,,
30.982.974/0001-89,2019-12-31,1,12/2019,-0.002397,
30.983.020/0001-90,2019-09-30,3,07/2019,0.006937,
30.983.020/0001-90,2019-09-30,3,08/2019,0.141239,
30.983.020/0001-90,2019-09-30,3,09/2019,0.021688,
30.983.020/0001-90,2019-12-31,1,10/2019,-0.024788,
30.983.020/0001-90,2019-12-31,1,11/2019,0.058593,
30.983.020/0001-90,2019-12-31,1,12/2019,0.149308,
31.887.401/0001-39,2019-06-28,1,jun/19,-0.005676,-0.005676
31.887.401/0001-39,2019-06-28,1,mai/19,0.009079,0.009079
31.887.401/0001-39,2019-06-28,1,abr/19,-0.003304,-0.003304
31.887.401/0001-39,2019-09-30,1,set/19,0.004153,0.004153
31.887.401/0001-39,2019-09-30,1,ago/19,0.000319,0.000319
31.887.401/0001-39,2019-09-30,1,jul/19,0.009117,0.009117
31.887.401/0001-39,2019-12-31,1,dez/19,0.122013,0.122013
31.887.401/0001-39,2019-12-31,1,nov/19,0.027326,0.027326
31.887.401/0001-39,2019-12-31,1,out/19,0.006802,0.006802
32.655.589/0001-52,2019-06-28,1,05/2019,-0.024427,-0.024427
32.655.589/0001-52,2019-06-28,1,06/2019,0.014695,0.014695
32.655.589/0001-52,2019-09-30,1,07/2019,-0.005965,-0.005965
32.655.589/0001-52,2019-09-30,1,08/2019,-0.006092,-0.006092
32.655.589/0001-52,2019-09-30,1,09/2019,0.00499,0.00499
32.655.589/0001-52,2019-12-31,1,10/2019,-0.006226,-0.006226
32.655.589/0001-52,2019-12-31,1,11/2019,-0.004535,-0.004535
32.655.589/0001-52,2019-12-31,1,12/2019,-0.011966,-0.011966
34.081.611/0001-23,2019-12-31,1,10/2019,0.0,0.0
34.081.611/0001-23,2019-12-31,1,11/2019,0.0,0.0
34.081.611/0001-23,2019-12-31,1,12/2019,0.0,0.0
34.508.872/0001-87,2019-12-31,1,10/2019,,
34.508.872/0001-87,2019-12-31,1,11/2019,,
34.508.872/0001-87,2019-12-31,1,12/2019,0.001574,
34.509.007/0001-55,2019-12-31,1,10/2019,,
34.509.007/0001-55,2019-12-31,1,11/2019,,
34.509.007/0001-55,2019-12-31,1,12/2019,-0.076262,
34.691.925/0001-48,2019-12-31,1,11/2019,-0.007833,-0.007833
34.691.925/0001-48,2019-12-31,1,12/2019,-0.002826,-0.002826
01.235.622/0001-61,2020-06-30,2,abril/20,0.0022,0.0022
01.235.622/0001-61,2020-06-30,2,maio/20,0.0066,0.0066
01.235.622/0001-61,2020-06-30,2,junho/20,0.0139,0.0139
01.235.622/0001-61,2020-09-30,2,Julho/2020,-0.0049,-0.0049
01.235.622/0001-61,2020-09-30,2,Agosto/2020,0.0079400558485809,0.0079400558485809
01.235.622/0001-61,2020-09-30,2,Setembro/2020,0.012751766863261,0.012751766863261
01.235.622/0001-61,2020-12-31,1,outubro/2020,0.00718,0.00718
01.235.622/0001-61,2020-12-31,1,novembro/2020,0.008878,0.008878
01.235.622/0001-61,2020-12-31,1,dezembro/2020,0.017436,0.017436
01.636.325/0001-28,2020-03-31,1,03/2020,0.00034,0.00034
01.657.856/0001-05,2020-03-31,1,03/2020,0.002887,0.002887
03.683.056/0001-86,2020-03-31,1,Janeiro,0.003529,0.003479
03.683.056/0001-86,2020-03-31,1,Fevereiro,0.003456,0.003407
03.683.056/0001-86,2020-03-31,1,Março,0.003696,0.003529
03.683.056/0001-86,2020-06-30,1,Abril,0.003524,0.003357
03.683.056/0001-86,2020-06-30,1,Maio,0.003493,0.003353
03.683.056/0001-86,2020-06-30,1,Junho,0.007093,0.006941
03.683.056/0001-86,2020-09-30,1,Julho,0.003287,0.00313
03.683.056/0001-86,2020-09-30,1,Agosto,0.003471,0.003315
03.683.056/0001-86,2020-09-30,1,Setembro,0.003297,0.00314
03.683.056/0001-86,2020-12-31,1,Outubro,-0.026843,-0.02697
03.683.056/0001-86,2020-12-31,1,Novembro,0.038748,0.038617
03.683.056/0001-86,2020-12-31,1,Dezembro,0.005102,0.004975
04.141.645/0001-03,2020-03-31,2,03/2020,0.004111,0.004111
08.696.175/0001-97,2020-03-31,1,03/2020,0.006742,
08.696.175/0001-97,2020-06-30,1,03/2020,0.006742,
08.696.175/0001-97,2020-09-30,1,09/2020,0.005244,
10.522.648/0001-81,2020-09-30,2,julho/20,-0.005693,-0.005693
10.522.648/0001-81,2020-09-30,2,agosto/20,0.0136995240422306,0.0136995240422306
10.522.648/0001-81,2020-09-30,2,setembro/20,0.0593837156503907,0.0593837156503907
10.522.648/0001-81,2020-12-31,1,outubro/2020,-0.022223,-0.022223
10.522.648/0001-81,2020-12-31,1,novembro/2020,-0.02673,-0.02673
10.522.648/0001-81,2020-12-31,1,dezembro/2020,-0.140669,-0.140669
11.268.335/0001-01,2020-03-31,1,01/2020,0.001549,0.001549
11.268.335/0001-01,2020-03-31,1,02/2020,0.006819,0.006819
11.268.335/0001-01,2020-03-31,1,03/2020,0.00173,0.00173
11.268.335/0001-01,2020-06-30,1,04/2020,0.001782,0.001782
11.268.335/0001-01,2020-06-30,1,05/2020,0.001384,0.001384
11.268.335/0001-01,2020-06-30,1,06/2020,0.001705,0.001705
11.268.335/0001-01,2020-09-30,1,07/2020,0.002776,0.002776
11.268.335/0001-01,2020-09-30,1,08/2020,0.00149,0.00149
11.268.335/0001-01,2020-09-30,1,09/2020,0.021798,0.021798
11.268.335/0001-01,2020-12-31,2,10/2020,0.004922,0.004922
11.268.335/0001-01,2020-12-31,2,11/2020,0.00341,0.00341
11.268.335/0001-01,2020-12-31,2,12/2020,0.042408,0.042408
11.281.322/0001-72,2020-03-31,1,01/2020,0.005437,0.005437
11.281.322/0001-72,2020-03-31,1,02/2020,0.005268,0.005268
11.281.322/0001-72,2020-03-31,1,03/2020,0.005484,0.005484
17.098.794/0001-70,2020-03-31,2,03/2020,-0.131613,-0.131613
17.098.794/0001-70,2020-03-31,2,02/2020,-0.040265,-0.040265
17.098.794/0001-70,2020-03-31,2,01/2020,-0.060492,-0.060492
17.098.794/0001-70,2020-06-30,3,06/2020,0.042531,0.042531
17.098.794/0001-70,2020-06-30,3,05/2020,-0.018368,-0.018368
17.098.794/0001-70,2020-06-30,3,04/2020,0.035979,0.035979
17.098.794/0001-70,2020-09-30,2,09/2020,0.019051,0.019051
17.098.794/0001-70,2020-09-30,2,08/2020,0.010447,0.010447
17.098.794/0001-70,2020-09-30,2,07/2020,-0.024647,-0.024647
17.098.794/0001-70,2020-12-31,2,12/2020,0.008536,0.008536
17.098.794/0001-70,2020-12-31,2,11/2020,0.008266,0.008266
17.098.794/0001-70,2020-12-31,2,10/2020,-0.015394,-0.015394
17.161.979/0001-82,2020-03-31,1,03/2020,0.003273,0.003273
17.311.079/0001-74,2020-03-31,1,Janeiro/2020,-0.001229,-0.001229
17.311.079/0001-74,2020-03-31,1,Fevereiro/2020,-0.003093,-0.003093
17.311.079/0001-74,2020-03-31,1,Março/2020,-0.121433,-0.121433
17.311.079/0001-74,2020-06-30,1,Abril/2020,-0.003716,-0.003716
17.311.079/0001-74,2020-06-30,1,Maio/2020,-0.003,-0.003
17.311.079/0001-74,2020-06-30,1,Junho/2020,-0.000729,-0.000729
17.311.079/0001-74,2020-09-30,1,Julho/2020,-0.000769,-0.000769
17.311.079/0001-74,2020-09-30,1,Agosto/2020,-0.000777,-0.000777
17.311.079/0001-74,2020-09-30,1,Setembro/2020,-0.000749,-0.000749
17.311.079/0001-74,2020-12-31,1,Outubro/2020,-0.000742,-0.000742
17.311.079/0001-74,2020-12-31,1,Novembro/2020,-0.000731,-0.000731
17.311.079/0001-74,2020-12-31,1,Dezembro/2020,0.005707,0.005707
17.329.029/0001-14,2020-03-31,1,Mar 2020,-0.13126,-0.13126
17.329.029/0001-14,2020-03-31,1,Fev 2020,-0.200472,-0.200472
17.329.029/0001-14,2020-03-31,1,Jan 2020,-0.043605,-0.043605
18.330.535/0001-96,2020-03-31,1,01/2020,0.005468,0.005468
18.330.535/0001-96,2020-03-31,1,02/2020,0.004709,0.004709
18.330.535/0001-96,2020-03-31,1,03/2020,0.004882,0.004882
18.330.535/0001-96,2020-06-30,1,04/2020,0.004665,0.004665
