CNPJ_Fundo,Data_Referencia,Versao,Classe,Nome_Endereco_Imovel,Justificativa_Evolucao_Inferior_Previsto,Justificativa_Custo_Superior_Previsto
07.583.627/0001-61,2018-03-31,1,Imóveis para renda em construção,Não Aplicavel,Não Aplicavel,Não Aplicavel
07.583.627/0001-61,2018-06-30,1,Imóveis para venda em construção,Não aplicavel,Não aplicavel,Não aplicavel
07.583.627/0001-61,2018-06-30,1,Imóveis para renda em construção,Não Aplicavel,Não Aplicavel,Não Aplicavel
07.583.627/0001-61,2018-09-30,1,Imóveis para venda em construção,Não aplicavel,Não aplicavel,Não aplicavel
07.583.627/0001-61,2018-09-30,1,Imóveis para renda em construção,Não Aplicavel,Não Aplicavel,Não Aplicavel
07.583.627/0001-61,2018-12-31,1,Imóveis para renda em construção,Não Aplicavel,Não Aplicavel,Não Aplicavel
07.583.627/0001-61,2018-12-31,1,Imóveis para venda em construção,Não aplicavel,Não aplicavel,Não aplicavel
08.417.532/0001-30,2018-09-30,1,Imóveis para renda em construção,Expansão Lubrax,,
08.417.532/0001-30,2018-12-31,1,Imóveis para renda em construção,Expansão Lubrax,,
11.044.355/0001-07,2018-03-31,1,Imóveis para renda em construção,Power Shopping Centerminas,"O andamento das atividades são planejadas de acordo com premissas de receitas, cujos valores estimados não aconteceram conforme previsto, fato que acarretou o atraso no andamento físico da obra.",Não se aplica
11.044.355/0001-07,2018-06-30,1,Imóveis para renda em construção,Power Shopping Centerminas,"O andamento das atividades são planejadas de acordo com premissas de receitas, cujos valores estimados não aconteceram conforme previsto, fato que acarretou o atraso no andamento físico da obra.",Não se aplica
11.044.355/0001-07,2018-09-30,1,Imóveis para renda em construção,Power Shopping Centerminas,"O andamento das atividades são planejadas de acordo com premissas de receitas, cujos valores estimados não aconteceram conforme previsto, fato que acarretou o atraso no andamento físico da obra.",Não se aplica
11.044.355/0001-07,2018-12-31,1,Imóveis para renda em construção,Power Shopping Centerminas,"O andamento das atividades são planejadas de acordo com premissas de receitas, cujos valores estimados não aconteceram conforme previsto, fato que acarretou o atraso no andamento físico da obra.",Não se aplica
12.005.956/0001-65,2018-12-31,1,Imóveis para renda em construção,CD Santa Cruz,"Obra concluída, aguardando assinatura do Termo de Entrega",
12.681.340/0001-04,2018-03-31,1,Imóveis para renda em construção,Ag. Raposo,obra em ritmo desacelerado devido à renegociação.,não há
12.681.340/0001-04,2018-06-30,2,Imóveis para renda em construção,Ag. Raposo,"Agência em obras. Devido à greve dos caminhoneiros, em maio/18, houve atraso na entrega dos materiais que prejudicou o cronograma inicialmente previsto. Previsão de entrega em setembro/2018.",não há
12.681.340/0001-04,2018-09-30,1,Imóveis para renda em construção,Ag. Raposo,Obras em finalização.,não há
12.681.340/0001-04,2018-12-31,1,Imóveis para renda em construção,Ag. Raposo,Obras em finalização.,não há
12.811.222/0001-73,2018-03-31,2,Imóveis para renda em construção,Imóvel 1,Não se aplica,Não se aplica
12.811.222/0001-73,2018-03-31,2,Imóveis para renda em construção,Imóvel 2,Não se aplica,Não se aplica
12.811.222/0001-73,2018-03-31,2,Imóveis para renda em construção,Imóvel 4,Não se aplica,Não se aplica
12.811.222/0001-73,2018-03-31,2,Imóveis para renda em construção,Imóvel 5,Não se aplica,Não se aplica
12.811.222/0001-73,2018-03-31,2,Imóveis para renda em construção,Imóvel 3,Não se aplica,Não se aplica
12.811.222/0001-73,2018-12-31,1,Imóveis para renda em construção,Imóvel 5,Não se aplica,Não se aplica
12.811.222/0001-73,2018-12-31,1,Imóveis para renda em construção,Imóvel 1,Não se aplica,Não se aplica
12.811.222/0001-73,2018-12-31,1,Imóveis para renda em construção,Imóvel 4,Não se aplica,Não se aplica
12.811.222/0001-73,2018-12-31,1,Imóveis para renda em construção,Imóvel 2,Não se aplica,Não se aplica
12.811.222/0001-73,2018-12-31,1,Imóveis para renda em construção,Imóvel 3,Não se aplica,Não se aplica
12.978.943/0001-72,2018-03-29,2,Imóveis para renda em construção,Edifício Administrativo Natura São Paulo,,
12.978.943/0001-72,2018-06-29,1,Imóveis para renda em construção,Edifício Administrativo Natura São Paulo,,
12.978.943/0001-72,2018-09-28,2,Imóveis para renda em construção,Edifício Administrativo Natura São Paulo,,
12.989.974/0001-29,2018-03-29,1,Imóveis para renda em construção,JPL L´Oréal,"Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.",O FII PM não arca com custo de construção.
12.989.974/0001-29,2018-03-29,1,Imóveis para renda em construção,Pátio da Marítima,"Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.",O FII PM não arca com custo de construção.
12.989.974/0001-29,2018-03-29,1,Imóveis para venda em construção,Porto Vida Residencial,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.
12.989.974/0001-29,2018-03-29,1,Imóveis para renda em construção,Porto Vista,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.
12.989.974/0001-29,2018-06-29,1,Imóveis para renda em construção,Pátio da Marítima,"Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.",O FII PM não arca com custo de construção.
12.989.974/0001-29,2018-06-29,1,Imóveis para venda em construção,Porto Vida Residencial,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.
12.989.974/0001-29,2018-06-29,1,Imóveis para renda em construção,Porto Vista,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.
12.989.974/0001-29,2018-09-28,1,Imóveis para venda em construção,Porto Vida Residencial,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.
12.989.974/0001-29,2018-09-28,1,Imóveis para renda em construção,Porto Vista,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.
12.989.974/0001-29,2018-09-28,1,Imóveis para renda em construção,Pátio da Marítima,"Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.",O FII PM não arca com custo de construção.
12.989.974/0001-29,2018-12-31,1,Imóveis para renda em construção,Porto Vista,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.
12.989.974/0001-29,2018-12-31,1,Imóveis para renda em construção,Pátio da Marítima Torre II,O início da construção pelo incorporador depende de condições mercadológicas ,O FII PM não arca com custo de construção.
12.989.974/0001-29,2018-12-31,1,Imóveis para venda em construção,Porto Vida Residencial,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.
13.584.584/0001-31,2018-03-29,2,Imóveis para renda em construção,Não possui informação apresentada,Não possui informação apresentada,Não possui informação apresentada
13.584.584/0001-31,2018-09-28,1,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica
13.584.584/0001-31,2018-12-31,1,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica
14.069.202/0001-02,2018-03-29,1,Imóveis para renda em construção,AQ3 LOG Queimados,,
14.069.202/0001-02,2018-03-30,1,Imóveis para renda em construção,AQ3 LOG Queimados,,
14.069.202/0001-02,2018-06-29,1,Imóveis para renda em construção,AQ3 LOG Queimados,,
14.069.202/0001-02,2018-06-30,1,Imóveis para renda em construção,AQ3 LOG Queimados,,
14.069.202/0001-02,2018-09-28,2,Imóveis para renda em construção,AQ3 LOG Queimados,,
14.069.202/0001-02,2018-12-31,1,Imóveis para renda em construção,AQ3 LOG Queimados,,
15.461.076/0001-91,2018-03-29,1,Imóveis para renda em construção,34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ,,
15.461.076/0001-91,2018-03-29,1,Imóveis para renda em construção,64 Unidades Standard no Hotel  Royal Tulip,,
15.461.076/0001-91,2018-03-29,1,Imóveis para renda em construção,14 unidades Tipo Villas no Hotel Resort  Txai Terravista.,,
15.461.076/0001-91,2018-03-29,1,Imóveis para renda em construção,3 Centros de Convenções no Hotel Royal Tulip,,
15.461.076/0001-91,2018-03-29,1,Imóveis para renda em construção,02 unidades tipo bangalôs Hotel Resort Txai Terravista,,
15.461.076/0001-91,2018-03-29,1,Imóveis para renda em construção,51 Unidades  Master no Hotel  Royal Tulip,,
15.461.076/0001-91,2018-06-29,1,Imóveis para renda em construção,14 unidades Tipo Villas no Hotel Resort  Txai Terravista.,,
15.461.076/0001-91,2018-06-29,1,Imóveis para renda em construção,51 Unidades  Master no Hotel  Royal Tulip,,
15.461.076/0001-91,2018-06-29,1,Imóveis para renda em construção,02 unidades tipo bangalôs Hotel Resort Txai Terravista,,
15.461.076/0001-91,2018-06-29,1,Imóveis para renda em construção,64 Unidades Standard no Hotel  Royal Tulip,,
15.461.076/0001-91,2018-06-29,1,Imóveis para renda em construção,3 Centros de Convenções no Hotel Royal Tulip,,
15.461.076/0001-91,2018-06-29,1,Imóveis para renda em construção,34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ,,
15.461.076/0001-91,2018-09-28,1,Imóveis para renda em construção,02 unidades tipo bangalôs Hotel Resort Txai Terravista,,
15.461.076/0001-91,2018-09-28,1,Imóveis para renda em construção,51 Unidades  Master no Hotel  Royal Tulip,,
15.461.076/0001-91,2018-09-28,1,Imóveis para renda em construção,3 Centros de Convenções no Hotel Royal Tulip,,
15.461.076/0001-91,2018-09-28,1,Imóveis para renda em construção,34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ,,
15.461.076/0001-91,2018-09-28,1,Imóveis para renda em construção,14 unidades Tipo Villas no Hotel Resort  Txai Terravista.,,
15.461.076/0001-91,2018-09-28,1,Imóveis para renda em construção,64 Unidades Standard no Hotel  Royal Tulip,,
15.461.076/0001-91,2018-12-31,1,Imóveis para renda em construção,64 Unidades Standard no Hotel  Royal Tulip,,
15.461.076/0001-91,2018-12-31,1,Imóveis para renda em construção,3 Centros de Convenções no Hotel Royal Tulip,,
15.461.076/0001-91,2018-12-31,1,Imóveis para renda em construção,34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ,,
15.461.076/0001-91,2018-12-31,1,Imóveis para renda em construção,14 unidades Tipo Villas no Hotel Resort  Txai Terravista.,,
15.461.076/0001-91,2018-12-31,1,Imóveis para renda em construção,51 Unidades  Master no Hotel  Royal Tulip,,
15.461.076/0001-91,2018-12-31,1,Imóveis para renda em construção,02 unidades tipo bangalôs Hotel Resort Txai Terravista,,
15.576.907/0001-70,2018-06-30,2,Imóveis para renda em construção,Pátio do Colégio,,
15.576.907/0001-70,2018-06-30,2,Imóveis para renda em construção,Pedro Vicente,,
15.576.907/0001-70,2018-06-30,2,Imóveis para renda em construção,Estrada do Campo Limpo,,
15.576.907/0001-70,2018-06-30,2,Imóveis para renda em construção,Estrada Rio do A,,
15.576.907/0001-70,2018-09-30,1,Imóveis para renda em construção,Pedro Vicente,,
15.576.907/0001-70,2018-09-30,1,Imóveis para renda em construção,Estrada do Campo Limpo,,
15.576.907/0001-70,2018-09-30,1,Imóveis para renda em construção,Pátio do Colégio,,
15.576.907/0001-70,2018-09-30,1,Imóveis para renda em construção,Estrada Rio do A,,
15.576.907/0001-70,2018-12-31,1,Imóveis para renda em construção,Pátio do Colégio,,
15.576.907/0001-70,2018-12-31,1,Imóveis para renda em construção,Pedro Vicente,,
15.576.907/0001-70,2018-12-31,1,Imóveis para renda em construção,Estrada do Campo Limpo,,
17.209.378/0001-00,2018-03-31,1,Imóveis para venda em construção,Empreendimento Nun Vila Nova,Não aplicável - as obras estão dentro da normalidade,Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00,2018-03-31,1,Imóveis para venda em construção,Empreendimento Trend Higienópolis,Não aplicável - as obras estão dentro da normalidade,Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00,2018-03-31,1,Imóveis para venda em construção,Empreendimento Urban Resort,Não aplicável - as obras estão dentro da normalidade,Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00,2018-06-30,1,Imóveis para venda em construção,Empreendimento Nun Vila Nova,Não aplicável - as obras estão dentro da normalidade,Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00,2018-06-30,1,Imóveis para venda em construção,Empreendimento Trend Higienópolis,Não aplicável - as obras estão dentro da normalidade,Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00,2018-06-30,1,Imóveis para venda em construção,Empreendimento Urban Resort,Não aplicável - as obras estão dentro da normalidade,Não aplicável - as obras estão dentro da normalidade
17.311.079/0001-74,2018-03-31,1,Imóveis para renda em construção,Praça Capital - Bloco 02,não se aplica,não se aplica
17.311.079/0001-74,2018-06-30,1,Imóveis para renda em construção,Praça Capital - Bloco 02,não se aplica,não se aplica
17.311.079/0001-74,2018-09-30,1,Imóveis para renda em construção,Praça Capital - Bloco 02,não se aplica,não se aplica
17.311.079/0001-74,2018-12-31,1,Imóveis para renda em construção,Praça Capital - Bloco 02,não se aplica,não se aplica
17.590.518/0001-25,2018-03-31,2,Imóveis para venda em construção,0,0,0
17.590.518/0001-25,2018-03-31,2,Imóveis para renda em construção,0,0,0
17.590.518/0001-25,2018-06-30,1,Imóveis para renda em construção,0,0,0
17.590.518/0001-25,2018-06-30,1,Imóveis para venda em construção,0,0,0
17.590.518/0001-25,2018-09-30,2,Imóveis para venda em construção,0,0,0
17.590.518/0001-25,2018-09-30,2,Imóveis para renda em construção,0,0,0
17.590.518/0001-25,2018-12-31,2,Imóveis para renda em construção,0,0,0
17.590.518/0001-25,2018-12-31,2,Imóveis para venda em construção,0,0,0
18.308.516/0001-63,2018-03-29,1,Imóveis para renda em construção,Novotel Curitiba,,
18.308.516/0001-63,2018-03-29,1,Imóveis para renda em construção,Ibis Foz do Iguaçu,,
18.308.516/0001-63,2018-06-29,1,Imóveis para renda em construção,Ibis Foz do Iguaçu,,
18.308.516/0001-63,2018-06-29,1,Imóveis para renda em construção,Novotel Curitiba,,
18.308.516/0001-63,2018-09-28,1,Imóveis para renda em construção,Ibis Foz do Iguaçu,,
18.308.516/0001-63,2018-09-28,1,Imóveis para renda em construção,Novotel Curitiba,,
18.369.510/0001-04,2018-03-29,2,Imóveis para renda em construção,IMÓVEL CONASA,,
18.369.510/0001-04,2018-06-29,1,Imóveis para renda em construção,IMÓVEL CONASA,,
18.369.510/0001-04,2018-09-28,1,Imóveis para renda em construção,IMÓVEL CONASA,,
18.369.510/0001-04,2018-12-31,1,Imóveis para renda em construção,IMÓVEL CONASA,,
20.265.467/0001-70,2018-03-31,1,Imóveis para renda em construção,Edifício comercial Raja Quick,Obras sem atraso,Custo conofrme programado
20.265.467/0001-70,2018-03-31,1,Imóveis para renda em construção,Edificio Comercial Cassio Resende II,Obras sem atraso,Custo conofrme programado
20.265.467/0001-70,2018-03-31,1,Imóveis para venda em construção,Residencial os Inconfidentes,Obras sem atraso,Custo conofrme programado
20.265.467/0001-70,2018-06-30,1,Imóveis para venda em construção,Residencial os Inconfidentes,,Custo conofrme programado
20.265.467/0001-70,2018-06-30,1,Imóveis para renda em construção,Edifício comercial Raja Quick,,Custo conofrme programado
20.265.467/0001-70,2018-06-30,1,Imóveis para renda em construção,Edificio Comercial Cassio Resende II,,Custo conofrme programado
20.265.467/0001-70,2018-09-30,1,Imóveis para venda em construção,Residencial os Inconfidentes,,Custo conofrme programado
20.265.467/0001-70,2018-09-30,1,Imóveis para renda em construção,Edificio Comercial Cassio Resende II,,Custo conofrme programado
20.265.467/0001-70,2018-09-30,1,Imóveis para renda em construção,Edifício comercial Raja Quick,,Custo conofrme programado
20.265.467/0001-70,2018-12-31,1,Imóveis para renda em construção,Edifício comercial Raja Quick,,Custo conofrme programado
20.265.467/0001-70,2018-12-31,1,Imóveis para renda em construção,Edificio Comercial Cassio Resende II,,Custo conofrme programado
20.265.467/0001-70,2018-12-31,1,Imóveis para venda em construção,Residencial os Inconfidentes,,Custo conofrme programado
22.003.469/0001-17,2018-03-31,2,Imóveis para renda em construção,Conjunto residencial JD EUROPA,,
22.003.469/0001-17,2018-06-30,2,Imóveis para renda em construção,Conjunto residencial JD EUROPA,,
22.003.469/0001-17,2018-09-30,1,Imóveis para renda em construção,Conjunto residencial JD EUROPA,,
22.003.469/0001-17,2018-12-31,1,Imóveis para renda em construção,Conjunto residencial JD EUROPA,,
22.081.808/0001-83,2018-06-30,1,Imóveis para renda em construção,não há,não há,não há
23.120.006/0001-06,2018-03-31,1,Imóveis para renda em construção,CD Contagem,não se aplica,não se aplica
23.120.006/0001-06,2018-06-30,1,Imóveis para renda em construção,CD Contagem,"Houve impacto devido à greve dos caminhoneiros, em maio/18, que afetou o fornecimento de material e serviços de terraplenagem na obra.",não se aplica
23.120.006/0001-06,2018-09-30,1,Imóveis para renda em construção,CD Contagem,"Houve impacto devido à greve dos caminhoneiros, em maio/18, que afetou o fornecimento de material e serviços de terraplenagem na obra.",não se aplica
23.120.006/0001-06,2018-12-31,1,Imóveis para renda em construção,CD Contagem,"Houve impacto devido à greve dos caminhoneiros, em maio/18, que afetou o fornecimento de material e serviços de terraplenagem na obra.",não se aplica
27.293.689/0001-46,2018-03-31,1,Imóveis para venda em construção,Dual Medical & Business,O fundo apenas comprou 3 unidades do empreendimento que está sendo construindo,O fundo apenas comprou 3 unidades do empreendimento que está sendo construindo
27.293.689/0001-46,2018-06-29,1,Imóveis para venda em construção,Dual Medical & Business,Limitação de fluxo de caixa,Não houve custos superiores
27.293.689/0001-46,2018-09-28,1,Imóveis para venda em construção,Dual Medical & Business,Limitação de fluxo de caixa,Não houve custos superiores
27.293.689/0001-46,2018-12-28,2,Imóveis para venda em construção,Dual Medical & Business,Limitação de fluxo de caixa,Não houve custos superiores
28.152.272/0001-26,2018-03-31,2,Imóveis para venda em construção,Não aplicável,Não aplicável,Não aplicável
28.152.272/0001-26,2018-03-31,2,Imóveis para renda em construção,Não aplicável,Não aplicável,Não aplicável
28.152.272/0001-26,2018-06-30,1,Imóveis para venda em construção,,,
28.152.272/0001-26,2018-06-30,1,Imóveis para renda em construção,,,
28.516.650/0001-03,2018-03-31,1,Imóveis para renda em construção,Não aplicável,Não aplicável,Não aplicável
28.516.650/0001-03,2018-03-31,1,Imóveis para venda em construção,Não aplicável,Não aplicável,Não aplicável
28.516.650/0001-03,2018-06-30,1,Imóveis para venda em construção,,,
28.516.650/0001-03,2018-06-30,1,Imóveis para renda em construção,,,
28.516.650/0001-03,2018-09-30,1,Imóveis para venda em construção,,,
28.516.650/0001-03,2018-09-30,1,Imóveis para renda em construção,,,
28.516.650/0001-03,2018-12-31,1,Imóveis para venda em construção,,,
28.516.650/0001-03,2018-12-31,1,Imóveis para renda em construção,,,
28.693.595/0001-27,2018-03-31,1,Imóveis para venda em construção,Não aplicável,Não aplicável,Não aplicável
28.693.595/0001-27,2018-03-31,1,Imóveis para renda em construção,Não aplicável,Não aplicável,Não aplicável
28.693.595/0001-27,2018-06-30,1,Imóveis para renda em construção,,,
28.693.595/0001-27,2018-06-30,1,Imóveis para venda em construção,,,
28.693.595/0001-27,2018-09-30,1,Imóveis para venda em construção,,,
28.693.595/0001-27,2018-09-30,1,Imóveis para renda em construção,,,
28.693.595/0001-27,2018-12-31,1,Imóveis para venda em construção,,,
28.693.595/0001-27,2018-12-31,1,Imóveis para renda em construção,,,
28.737.771/0001-85,2018-03-31,3,Imóveis para venda em construção,Não Aplicável,,
28.737.771/0001-85,2018-03-31,3,Imóveis para renda em construção,Não Aplicável,,
28.737.771/0001-85,2018-09-28,1,Imóveis para renda em construção,Não Aplicável,,
28.737.771/0001-85,2018-09-28,1,Imóveis para venda em construção,Não Aplicável,,
01.235.622/0001-61,2019-03-29,3,Imóveis para venda em construção,Costa Mare,Alteração no projeto,
01.235.622/0001-61,2019-03-29,3,Imóveis para venda em construção,Ícono Parque,Dificuldade na execução das fundações,
01.235.622/0001-61,2019-03-29,3,Imóveis para venda em construção,Highline Square,Alteração no projeto,
01.235.622/0001-61,2019-06-28,3,Imóveis para venda em construção,Highline Square,,No total do custo pago estão consideradas as compras adiantadas sem respectivo avanço físico.
01.235.622/0001-61,2019-06-28,3,Imóveis para venda em construção,The Gallery,,As obras acabaram de iniciar.
01.235.622/0001-61,2019-06-28,3,Imóveis para venda em construção,Hub - Coliving,Atraso devido ao serviço de arqueologia inicial por conta dos baldrames,
01.235.622/0001-61,2019-06-28,3,Imóveis para venda em construção,Costa Mare,,"Avanço físico real está superior ao avanço previsto, consequentemente o custo correspondente também."
01.235.622/0001-61,2019-06-28,3,Imóveis para renda em construção,,,
01.235.622/0001-61,2019-06-28,3,Imóveis para venda em construção,Ícono Parque,"Atraso devido a estruturas encontradas no terreno, chuvas e alteração dos tamanhos das estacas.",
01.235.622/0001-61,2019-09-30,2,Imóveis para venda em construção,Highline Square,,No total do custo pago estão consideradas as compras adiantadas sem respectivo avanço físico.
01.235.622/0001-61,2019-09-30,2,Imóveis para venda em construção,The Gallery,,As obras acabaram de iniciar.
01.235.622/0001-61,2019-09-30,2,Imóveis para venda em construção,Ícono Parque,"Atraso devido a estruturas encontradas no terreno, chuvas e alteração dos tamanhos das estacas.",
01.235.622/0001-61,2019-09-30,2,Imóveis para renda em construção,,,
01.235.622/0001-61,2019-09-30,2,Imóveis para venda em construção,Costa Mare,,"Avanço físico real está superior ao avanço previsto, consequentemente o custo correspondente também."
01.235.622/0001-61,2019-09-30,2,Imóveis para venda em construção,Hub - Coliving,Atraso devido ao serviço de arqueologia inicial por conta dos baldrames,
01.235.622/0001-61,2019-12-31,2,Imóveis para renda em construção,,,
01.235.622/0001-61,2019-12-31,2,Imóveis para venda em construção,Hub - Coliving,Atraso devido ao serviço de arqueologia inicial por conta dos baldrames,
