CNPJ_Fundo,Data_Referencia,Versao,Endereco,Outras_Caracteristicas_Relevantes,Area,Percentual_Terreno_Total_Investido,Percentual_Terreno_PL
00.613.094/0001-74,2016-12-31,1,"Av. Maj Sylvio de Magalhães Padilha, s/n Lote 8 (Setor 7)","(i) o Fundo possui 100% do terreno conforme Escritura de Compra e Venda firmada em 14/03/1995. Em 17/08/2004, foi firmada uma Escritura de Promessa de Compra e Venda Sob Condições Suspensivas entre o Fundo (Vendedor) e a Cyrela Vermont de Investimentos Imobiliários ""Cyrela"" (Compradora) (ii) não há ônus ou garantias que recaiam sobre o terreno (iii) quando do ""habite-se"" do empreendimento a ser desenvolvido pela Cyrela, a dívida confessada é novada e substituída pelo direito de participação na receita de venda das unidades construídas. Os percentuais de participação na receita de venda são definidos nas Escrituras de Confissão de Dívida (iv) não há prazo acordado para conclusão do empreendimento.",6537.16,0.0241931278617148,0.069711446917711
00.613.094/0001-74,2016-12-31,1,"Av. Maj Sylvio de Magalhães Padilha, s/n Lote 9 (Setor 7)","(i) o Fundo possui 100% do terreno conforme Escritura de Compra e Venda firmada em 14/03/1995. Em 17/08/2004, foi firmada uma Escritura de Promessa de Compra e Venda Sob Condições Suspensivas entre o Fundo (Vendedor) e a Cyrela Vermont de Investimentos Imobiliários ""Cyrela"" (Compradora) (ii) não há ônus ou garantias que recaiam sobre o terreno (iii) quando do ""habite-se"" do empreendimento a ser desenvolvido pela Cyrela, a dívida confessada é novada e substituída pelo direito de participação na receita de venda das unidades construídas. Os percentuais de participação na receita de venda são definidos nas Escrituras de Confissão de Dívida (iv) não há prazo acordado para conclusão do empreendimento.",5715.56,0.0211524995382249,0.0609500084968079
00.613.094/0001-74,2016-12-31,1,"Av. Maj Sylvio de Magalhães Padilha, s/n Lote 10 (Setor 7)","(i) o Fundo possui 100% do terreno conforme Escritura de Compra e Venda firmada em 14/03/1995. Em 17/08/2004, foi firmada uma Escritura de Promessa de Compra e Venda Sob Condições Suspensivas entre o Fundo (Vendedor) e a Cyrela Vermont de Investimentos Imobiliários ""Cyrela"" (Compradora) (ii) não há ônus ou garantias que recaiam sobre o terreno (iii) quando do ""habite-se"" do empreendimento a ser desenvolvido pela Cyrela, a dívida confessada é novada e substituída pelo direito de participação na receita de venda das unidades construídas. Os percentuais de participação na receita de venda são definidos nas Escrituras de Confissão de Dívida (iv) não há prazo acordado para conclusão do empreendimento.",6326.36,0.0234129861253569,0.0674635023958922
00.613.094/0001-74,2016-12-31,1,"Av. Maj Sylvio de Magalhães Padilha, s/n Lote 11 (Setor 7)","(i) o Fundo possui 100% do terreno conforme Escritura de Compra e Venda firmada em 14/03/1995. Em 17/08/2004, foi firmada uma Escritura de Promessa de Compra e Venda Sob Condições Suspensivas entre o Fundo (Vendedor) e a Cyrela Vermont de Investimentos Imobiliários ""Cyrela"" (Compradora) (ii) não há ônus ou garantias que recaiam sobre o terreno (iii) quando do ""habite-se"" do empreendimento a ser desenvolvido pela Cyrela, a dívida confessada é novada e substituída pelo direito de participação na receita de venda das unidades construídas. Os percentuais de participação na receita de venda são definidos nas Escrituras de Confissão de Dívida (iv) não há prazo acordado para conclusão do empreendimento.",7358.31,0.0272320907972475,0.0784680865955648
00.613.094/0001-74,2016-12-31,1,"Av. Maj Sylvio de Magalhães Padilha, s/n Lote 12 (Setor 7)","(i) o Fundo possui 100% do terreno conforme Escritura de Compra e Venda firmada em 14/03/1995. Em 17/08/2004, foi firmada uma Escritura de Promessa de Compra e Venda Sob Condições Suspensivas entre o Fundo (Vendedor) e a Cyrela Vermont de Investimentos Imobiliários ""Cyrela"" (Compradora) (ii) não há ônus ou garantias que recaiam sobre o terreno (iii) quando do ""habite-se"" do empreendimento a ser desenvolvido pela Cyrela, a dívida confessada é novada e substituída pelo direito de participação na receita de venda das unidades construídas. Os percentuais de participação na receita de venda são definidos nas Escrituras de Confissão de Dívida (iv) não há prazo acordado para conclusão do empreendimento.",24186.75,0.0895118270486464,0.257924441001436
00.868.235/0001-08,2016-12-31,1,"Avenida Soledade, 569 - Porto Alegre/RS",Terreno,3950.0,1.0,0.077465
01.235.622/0001-61,2016-12-31,1,Rua Humberto Martins de Paula nº195 e 215 e  Rua José Alexandre Buaiz nº230 e 260. ES,Nome: Enseada do Suá,7730.0,0.301,0.1169
01.235.622/0001-61,2016-12-31,1,Rodovia Darly Santos - Vila Velha - ES,Nome: Green Village,198879.0,0.0798,0.031
01.235.622/0001-61,2016-12-31,1,Av. Vereador Hermínio Moreira - Itaboraí RJ,Nome: Itaboraí,20000.0,0.0075,0.0029
01.235.622/0001-61,2016-12-31,1,"Rua Nutas James, 877 - RJ",Nome: Maxim,7970.0,0.2441,0.0948
01.235.622/0001-61,2016-12-31,1,"Avenida Presidente Vargas, Centro - RJ",Nome: Orbit,1102.0,0.243,0.0943
01.235.622/0001-61,2016-12-31,1,Rodovia do Sol - Vila Velha - ES,Nome: Rodovia do Sol,138036.0,0.0195,0.0076
01.235.622/0001-61,2016-12-31,1,"Praia Rasa, Búzios -RJ",Nome: Loteamento Búzios,167094.0,0.0581,0.0226
01.235.622/0001-61,2016-12-31,1,"Marrecas nº13, centro, RJ",Nome: Marrecas 13,367.0,0.0195,0.0076
01.235.622/0001-61,2016-12-31,1,"Rua 2 de Dezembro, Freguesia da Glória - RJ",Nome: Flamengo: Rua 2 de Dezembro,8320.0,0.0274,0.0106
01.633.741/0001-72,2016-12-31,1,"Rua Julio Gonzales,  132",Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra e venda. Os imóveis não possuem ônus reais bem como qualquer garantia. Os imóveis não foram adquiridos em regime de condomínio.,3490.0,1.0,1.0
01.636.325/0001-28,2016-12-31,1,"Rua Olavo Barreto Viana, nº 36","Acesso pela ruas Olavo Barreto Viana, Tobias das Silva e Dr. Timoteo.",6717.0,0.0,0.0
03.251.720/0001-18,2016-12-31,2,"Avenida Francisco Matarazzo, 1.500",Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra evenda. Os imóveis não possuem ônus reais bem como qualquer garantia e não foram adquiridos em regime de condomínio. Todas as construções estão concluídas.,9431.31,1.0,1.0
04.782.236/0001-88,2016-12-31,2,"R. D. Francisca, 8300 - Dist. Indl. Joinville - SC",Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra e venda. Os imóveis não possuem ônus reais bem como qualquer garantia. Os imóveis não foram adquiridos em regime de condomínio.,546636.88,0.05086,1.0
04.782.236/0001-88,2016-12-31,2,"Av. Santos Dumont, nº 0 - Joinville - SC",Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra e venda. Os imóveis não possuem ônus reais bem como qualquer garantia. Os imóveis não foram adquiridos em regime de condomínio.,65041.8,0.347572,0.0
04.782.236/0001-88,2016-12-31,2,"R. D. Francisca, nº 0 - Dist. Indl. Joinville - SC",Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra e venda. Os imóveis não possuem ônus reais bem como qualquer garantia. Os imóveis não foram adquiridos em regime de condomínio.,410745.0,0.080209,0.0
04.782.236/0001-88,2016-12-31,2,"Estrada da Ilha, s/n - Joinville - SC",Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra e venda. Os imóveis não possuem ônus reais bem como qualquer garantia. Os imóveis não foram adquiridos em regime de condomínio.,177948.25,0.481254,0.0
04.782.236/0001-88,2016-12-31,2,"R. D. Francisca, 8300 - Dist. Indl. Joinville - SC",Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra e venda. Os imóveis não possuem ônus reais bem como qualquer garantia. Os imóveis não foram adquiridos em regime de condomínio.,37500.0,0.040104,0.0
05.437.916/0001-27,2016-12-31,1,"Rodovia Anhanguera, s/n KM 17,5",Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra e venda. Os imóveis não possuem ônus reais bem como qualquer garantia e não foram adquiridos em regime de condomínio. Todas as construções estão concluídas.,61543.5,0.76743,0.789185
05.437.916/0001-27,2016-12-31,1,"Rua Sargento Aquino, 136",Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra e venda. Os imóveis não possuem ônus reais bem como qualquer garantia e não foram adquiridos em regime de condomínio. Todas as construções estão concluídas.,6172.5,0.076969,0.090242
05.437.916/0001-27,2016-12-31,1,"Rua Comandante Vergueiro da Cruz, 206",Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra e venda. Os imóveis não possuem ônus reais bem como qualquer garantia e não foram adquiridos em regime de condomínio. Todas as construções estão concluídas.,6172.5,0.076969,0.0
05.437.916/0001-27,2016-12-31,1,"Av. Interlagos, 4455",Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra e venda. Os imóveis não possuem ônus reais bem como qualquer garantia e não foram adquiridos em regime de condomínio. Todas as construções estão concluídas.,6305.75,0.078631,0.120573
07.583.627/0001-61,2016-12-31,1,Não aplicavel,,0.0,0.0,0.0
10.456.799/0001-89,2016-12-31,1,"Av. Dr. Nilo Peçanha, 3238 - Porto Alegre/RS",Shopping VIVA OPEN MALL,9783.07,0.000862,0.000639
10.456.799/0001-89,2016-12-31,1,"Av. Das Indústrias, 1587 - Porto Alegre/RS",Loteamento Parque Condor,267279.73,0.023554,0.017547
10.456.799/0001-89,2016-12-31,1,"Rua Antônio Carlos Berta, 345 - Porto Alegre/RS",Loteamento Parque Germânia,39107.61,0.003446,0.002567
10.456.799/0001-89,2016-12-31,1,"Av. Senador Tarso Dutra, 425 - Porto Alegre/RS",Loteamento Jardim Bucovina,28209.79,0.002486,0.001852
10.456.799/0001-89,2016-12-31,1,"Av. Dr. Nilo Peçanha, 3320 - Porto Alegre/RS",Loteamento Chácara das Pedras,10223.0,0.0009,0.000671
11.044.355/0001-07,2016-12-31,1,"Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. BH/MG",Shopping Center,47185.0,0.0321649976892666,0.0518627899063275
11.233.841/0001-65,2016-12-31,1,"Ilha 10, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",44600.0,0.000344,0.0
11.233.841/0001-65,2016-12-31,1,"Ilha 12-A, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",39721.4,0.000306,0.0
11.233.841/0001-65,2016-12-31,1,"Ilha 17, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",64768.7,0.0005,0.0
11.233.841/0001-65,2016-12-31,1,"Ilha 18, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",53100.0,0.00041,0.0
11.233.841/0001-65,2016-12-31,1,"Área C, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",14000.0,0.000108,0.0
11.233.841/0001-65,2016-12-31,1,"Área D, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",1000.0,8e-06,0.0
11.233.841/0001-65,2016-12-31,1,"Gleba 1-A, Rodovia Darly Santos , Vila Velha - ES",Terreno Urbano em área com vocação comercial e logística,78827.63,0.002618,0.0
11.233.841/0001-65,2016-12-31,1,"Gleba 1-B, Rodovia Darly Santos , Vila Velha - ES",Terreno Urbano em área com vocação comercial e logística,75815.7,0.00244,0.0
11.233.841/0001-65,2016-12-31,1,"Gleba 1-C, Rodovia Darly Santos , Vila Velha - ES",Terreno Urbano em área com vocação comercial e logística,94992.47,0.003267,0.0
11.326.746/0001-06,2016-12-31,1,"Rua Vergueiro, 5.002 - Chacara Klabin - São Paulo - SP","O Bairro Chacara Klabin, está localizado na Cidade de São Paulo, junto à Avenida Dr. Ricardo Jafet cujo término se dá na Rodovia dos Imigrantes ""principal Rodovia de ligação da cidade de São Paulo à Cidade de Santos - Litoral Sul""",10186.0,0.6929,0.0
11.326.746/0001-06,2016-12-31,1,"Rua Cica s/nº, esquina com Rua São Luis - Jardim Cica - Jundiaí - SP","Rua Cica s/nº, esquina com Rua São Luis - Jardim Cica - Jundiaí - SP",12841.0,0.2494,0.0
11.326.746/0001-06,2016-12-31,1,"Rua Amazonas, Qd C Lt 03 - Quinta dos Anjicos II - Jd.Maranhão - Cotia - SP","O imóvel localiza-se na Rua Amazonas, Quadra C, Lote 3, no bairro Quinta dos Anjicos, Cidade de Cotia, Estado de São Paulo, conforme descrito na matrícula, porem a inscrição municipal indica Rua AMANAS, Quadra C, Lote 3, no bairro Jardim Maranhão, Cidade de Cotia, Estado de São Paulo.",6179.0,0.0142,0.0
11.326.746/0001-06,2016-12-31,1,"Rua da Abélias, S/N - Lote 12 - Quadra G - Alphaville Dom Pedro - Campinas - SP","Rua da Abélias, S/N - Lote 12 - Quadra G - Alphaville Dom Pedro - Campinas - SP",745.03,0.018,0.0
11.326.746/0001-06,2016-12-31,1,"Avenida Professora Déa Ehrhardt Carvalho, 100 - Casa 8B - Páteo Santa Fé - Campinas - SP","O Condomínio Alphaville Dom Pedro, localiza-se numa via perpendicular à Rodovia Dom Pedro I, principal via de acesso à cidade de Campinas",900.49,0.0254,0.0
11.701.400/0001-40,2016-12-31,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 4",,434.4,0.106295,0.0
11.701.400/0001-40,2016-12-31,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 4A",,364.24,0.089372,0.0
11.701.400/0001-40,2016-12-31,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 5",,365.0,0.089313,0.0
11.701.400/0001-40,2016-12-31,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 5A",,434.4,0.106295,0.0
12.804.013/0001-00,2016-12-31,1,Rodovia SC 401,Empreendimento Comercial composto de Lojas e Conjuntos,108305.1,1.0,0.0
12.927.767/0001-40,2016-12-31,1,"Avenida Francisco Bicalho, nº 146, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro.","O FII RP detém o domínio útil do imóvel, adquirido mediante integralização de cotas com bem imóvel.",14603.04,0.25117,0.0
12.927.767/0001-40,2016-12-31,1,"Avenida Pedro II, nº 67, Bairro São Cristóvão, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII RP detém o domínio, posse, direitos e ação, adquirido mediante incorporação de bem imóvel.",18400.0,0.225208,0.0
12.927.767/0001-40,2016-12-31,1,"Avenida Francisco Bicalho, nº 49, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII RP detém o domínio útil do imóvel, adquirido mediante incorporação de bem imóvel.",32240.0,0.342415,0.0
12.927.767/0001-40,2016-12-31,1,"Rua General Luiz Mendes de Moraes, nº 50, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII RP detém o domínio útil do imóvel, adquirido mediante incorporação de bem imóvel.",19564.75,0.133614,0.0
12.927.767/0001-40,2016-12-31,1,"Avenida Venezuela, nºs 232 a 264, Bairro Gamboa, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII RP detém o domínio útil do imóvel, adquirido mediante incorporação de bem imóvel.",5350.0,0.047592,0.0
12.989.974/0001-29,2016-12-31,2,"Avenida São Cristovão, nº 1200, Bairro São Cristóvão, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII PM detém o domínio útil do imóvel, adquirido mediante compra e venda.",113209.33,0.860931,0.0
12.989.974/0001-29,2016-12-31,2,"Praça Marechal Hermes, nº 63, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII PM detém o domínio útil do imóvel, adquirido mediante compra e venda.",52906.91,0.139069,0.0
13.012.312/0001-67,2016-12-31,1,BR-163 km 95 a 23 km do Centro de Rondonópolis(All),"Os recíbiveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais,e o imóvel está concluído.",146256.0,0.526915458655938,0.513087288533874
13.012.312/0001-67,2016-12-31,1,15 km de Araguari,"Os recíbiveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais,e o imóvel está concluído.",464640.0,0.425508085756731,0.41844416023553
13.012.312/0001-67,2016-12-31,1,"Rodovia Castelo Branco km 93,Sorocaba/SP","Os recíbiveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais,e o imóvel está concluído.",2230.0,0.0267643761779253,0.0389888971469227
13.012.312/0001-67,2016-12-31,1,"Rodovia Castelo Branco km 93,Sorocaba/SP","Os recíbiveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais,e o imóvel está concluído.",14095.0,0.020812079409406,0.0294796540836733
13.568.181/0001-07,2016-12-31,2,"Estrada da Lama Preta, 2705 - Rio de Janeiro",Cessão de Direito Real de Superfície,377041.59,0.927049,0.0
13.568.181/0001-07,2016-12-31,2,"Rod Anhaguera, s/n, Jardim São Judas Tadeu- Sumaré",Locacão atipica com garantia real( alienação fiduciária de Imóvel),29670.0,0.072951,0.0
13.873.457/0001-52,2016-12-31,1,"Av. Fernando Corrêa da Costa, 7.140 Cuiabá/MT","Terreno locado para a Kroton, com contrato atípico de projeto Built to Suit",25000.0,0.720652177578036,0.0146404905262225
13.873.457/0001-52,2016-12-31,1,"Av. John Boyd Dunlop, s/n - Campinas/SP.","Terreno locado para a Kroton, com contrato atípico de projeto Built to Suit",96435.16,0.279347822421964,0.0377690482319054
14.074.706/0001-02,2016-12-31,1,Balneário Água Limpa,"Loteamento localizado no Vetor Sul, na região metropolitana de Belo Horizonte/MG, entre as cidades de Nova Lima e Itabirito.",104000.0,0.2779,0.2779
14.217.108/0001-45,2016-12-31,2,"R. D. Francisa, 8300 - Dist. Indl - Joinville -SC",Matricula,277714.5,0.194537,1.0
14.217.108/0001-45,2016-12-31,2,"R. Alemanha, nº 0 - Bairro Gloria Joinville - SC",Matricula,10635.13,0.058188,0.0
14.217.108/0001-45,2016-12-31,2,"R. Silva Jardim, nº 0 - Bairro Gloria-Joinville-SC",Matricula,33650.0,0.18411,0.0
14.217.108/0001-45,2016-12-31,2,"R. Otto Berner, nº 0 - Baiiro Gloria-Joinville-SC.",Matricula,36575.0,0.200114,0.0
14.217.108/0001-45,2016-12-31,2,"R. Silva Jardim, nº 0 - Bairro Atiradores-Joinville-SC",Matricula,2100.0,0.01149,0.0
14.217.108/0001-45,2016-12-31,2,"R. Sd 40187, nº 0 - Bairro Gloria - Joinville - SC",Matricula,2516.3,0.013768,0.0
14.217.108/0001-45,2016-12-31,2,"R. Sd 40187, nº 0 - Bairro Gloria - Joinville - SC",Matricula,30367.1,0.166148,0.0
14.217.108/0001-45,2016-12-31,2,"R. D. Nelson N. Guimareaes, nº - Bairro Gloria - Joinville - SC",Matricula,14587.09,0.079811,0.0
14.217.108/0001-45,2016-12-31,2,"R. D. Nelson N. Guimareaes, nº - Bairro Gloria - Joinville - SC",Matricula,16784.49,0.091834,0.0
14.423.780/0001-97,2016-12-31,1,"Aveninda Marechal Deodoro, nº 1.099, Vila Valença - São Vicente - SP","Direito aquisitivo sobre 19 unidades residenciais, hipotecadas para garantia do financiamento da SPE desenvolvedora do projeto.",1655.8,0.0594,0.0261355332512697
14.423.780/0001-97,2016-12-31,1,"Rua Egídio Martins, nº 166, 170 e 172, Santos - SP","Direito aquisitivo sobre 35 unidades , hipotecadas para garantia do financiamento da SPE incorporadora",1721.0,0.2655,0.0914041561043663
14.423.780/0001-97,2016-12-31,1,"Avenida Interlagos, nº 4.455, Bairro Interlagos, São Paulo - SP","Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",54600.5232,0.6751,0.363130127566656
14.631.148/0001-39,2016-12-31,1,0,0,0.0,0.0,0.0
14.665.312/0001-29,2016-12-31,1,"Marilia/SP Lote 12 Quadra P, Rua 04",Escritura ( Adquiridos para venda posterior),300.0,1.0,0.0
14.788.458/0001-61,2016-12-31,2,"Rodovia Anhanguera KM 76, , Cajamar, SP, 14600-000","Rodovia Anhanguera KM 76, , Cajamar, SP, 14600-000",1160395.62,1.0,0.0
15.098.422/0001-19,2016-12-31,1,"Estrada Samuel Aizemberg, S/N, São Bernardo do Campo-SP","O fundo é dono de 100% do imóvel, sem ônus ou garantias",139953.15,1.0,0.0
15.254.249/0001-09,2016-12-31,1,Esquina da Avenida 3 com a Avenida 8 - Freguesia de Jacarepaguá - Rio de Janeiro - RJ,Vide Escritura de Integralização,33901.32,1.0,1.0
15.489.509/0001-17,2016-12-31,1,"Rua Barão de Retiro, 310, bairro Bonfim, Juiz de Fora/MG","Matrícula 51.789, Livro 2, Registro de Imóveis do 3° Ofício",8360.0,0.0,1.0
15.489.509/0001-17,2016-12-31,1,"Rua Renato Pandolfi, 121, bairro Jd. De Alah, Juiz de Fora/MG (GRANJA IPIRANGA)",02 do Cartório do 1º Ofício do Registro de Imóveis,24200.0,0.0,1.0
