CNPJ_Fundo,Data_Referencia,Versao,Endereco,Outras_Caracteristicas_Relevantes,Area,Percentual_Terreno_Total_Investido,Percentual_Terreno_PL
10.456.799/0001-89,2018-09-30,1,"Rua Antônio Carlos Berta, 345 - Porto Alegre/RS",Loteamento Parque Germânia,39107.61,0.003446,0.002567
10.456.799/0001-89,2018-09-30,1,"Av. Senador Tarso Dutra, 425 - Porto Alegre/RS",Loteamento Jardim Bucovina,28209.79,0.002486,0.001852
10.456.799/0001-89,2018-09-30,1,"Av. Dr. Nilo Peçanha, 3320 - Porto Alegre/RS",Loteamento Chácara das Pedras,10223.0,0.0009,0.000671
10.456.799/0001-89,2018-12-31,1,"Av. Dr. Nilo Peçanha, 3238 - Porto Alegre/RS",Shopping VIVA OPEN MALL,9783.07,0.000862,0.000639
10.456.799/0001-89,2018-12-31,1,"Av. Das Indústrias, 1587 - Porto Alegre/RS",Loteamento Parque Condor,267279.73,0.023554,0.017547
10.456.799/0001-89,2018-12-31,1,"Rua Antônio Carlos Berta, 345 - Porto Alegre/RS",Loteamento Parque Germânia,39107.61,0.003446,0.002567
10.456.799/0001-89,2018-12-31,1,"Av. Senador Tarso Dutra, 425 - Porto Alegre/RS",Loteamento Jardim Bucovina,28209.79,0.002486,0.001852
10.456.799/0001-89,2018-12-31,1,"Av. Dr. Nilo Peçanha, 3320 - Porto Alegre/RS",Loteamento Chácara das Pedras,10223.0,0.0009,0.000671
11.044.355/0001-07,2018-03-31,1,"Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. BH/MG",Shopping Center,47185.0,0.0321649976892666,0.0518627899063275
11.044.355/0001-07,2018-06-30,1,"Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. BH/MG",Shopping Center,47185.0,0.0321649976892666,0.0518627899063275
11.044.355/0001-07,2018-09-30,1,"Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. BH/MG",Shopping Center,47185.0,0.032165,0.051863
11.044.355/0001-07,2018-12-31,1,"Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. BH/MG",Shopping Center,47185.0,0.0321649976892666,0.0518627899063275
11.233.841/0001-65,2018-03-31,1,"Ilha 10, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",44600.0,0.000344,0.0
11.233.841/0001-65,2018-03-31,1,"Ilha 12-A, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",39721.4,0.000306,0.0
11.233.841/0001-65,2018-03-31,1,"Ilha 17, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",64768.7,0.0005,0.0
11.233.841/0001-65,2018-03-31,1,"Ilha 18, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",53100.0,0.00041,0.0
11.233.841/0001-65,2018-03-31,1,"Área C, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",14000.0,0.000108,0.0
11.233.841/0001-65,2018-03-31,1,"Área D, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",1000.0,8e-06,0.0
11.233.841/0001-65,2018-03-31,1,"Gleba 1-A, Rodovia Darly Santos , Vila Velha - ES",Terreno Urbano em área com vocação comercial e logística,78827.63,0.002618,0.0
11.233.841/0001-65,2018-03-31,1,"Gleba 1-B, Rodovia Darly Santos , Vila Velha - ES",Terreno Urbano em área com vocação comercial e logística,75815.7,0.00244,0.0
11.233.841/0001-65,2018-03-31,1,"Gleba 1-C, Rodovia Darly Santos , Vila Velha - ES",Terreno Urbano em área com vocação comercial e logística,94992.47,0.003267,0.0
11.233.841/0001-65,2018-06-30,1,"Ilha 10, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",44600.0,0.000344,0.0
11.233.841/0001-65,2018-06-30,1,"Ilha 12-A, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",39721.4,0.000306,0.0
11.233.841/0001-65,2018-06-30,1,"Ilha 17, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",64768.7,0.0005,0.0
11.233.841/0001-65,2018-06-30,1,"Ilha 18, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",53100.0,0.00041,0.0
11.233.841/0001-65,2018-06-30,1,"Área C, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",14000.0,0.000108,0.0
11.233.841/0001-65,2018-06-30,1,"Área D, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",1000.0,8e-06,0.0
11.233.841/0001-65,2018-06-30,1,"Gleba 1-A, Rodovia Darly Santos , Vila Velha - ES",Terreno Urbano em área com vocação comercial e logística,78827.63,0.002618,0.0
11.233.841/0001-65,2018-06-30,1,"Gleba 1-B, Rodovia Darly Santos , Vila Velha - ES",Terreno Urbano em área com vocação comercial e logística,75815.7,0.00244,0.0
11.233.841/0001-65,2018-06-30,1,"Gleba 1-C, Rodovia Darly Santos , Vila Velha - ES",Terreno Urbano em área com vocação comercial e logística,94992.47,0.003267,0.0
11.233.841/0001-65,2018-09-30,1,"Ilha 10, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",44600.0,0.000344,0.0
11.233.841/0001-65,2018-09-30,1,"Ilha 12-A, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",39721.4,0.000306,0.0
11.233.841/0001-65,2018-09-30,1,"Ilha 17, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",64768.7,0.0005,0.0
11.233.841/0001-65,2018-09-30,1,"Ilha 18, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",53100.0,0.00041,0.0
11.233.841/0001-65,2018-09-30,1,"Área C, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",14000.0,0.000108,0.0
11.233.841/0001-65,2018-09-30,1,"Área D, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",1000.0,8e-06,0.0
11.233.841/0001-65,2018-09-30,1,"Gleba 1-A, Rodovia Darly Santos , Vila Velha - ES",Terreno Urbano em área com vocação comercial e logística,78827.63,0.002618,0.0
11.233.841/0001-65,2018-09-30,1,"Gleba 1-B, Rodovia Darly Santos , Vila Velha - ES",Terreno Urbano em área com vocação comercial e logística,75815.7,0.00244,0.0
11.233.841/0001-65,2018-09-30,1,"Gleba 1-C, Rodovia Darly Santos , Vila Velha - ES",Terreno Urbano em área com vocação comercial e logística,94992.47,0.003267,0.0
11.233.841/0001-65,2018-12-31,1,"Ilha 10, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",44600.0,0.000344,0.0
11.233.841/0001-65,2018-12-31,1,"Ilha 12-A, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",39721.4,0.000306,0.0
11.233.841/0001-65,2018-12-31,1,"Ilha 17, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",64768.7,0.0005,0.0
11.233.841/0001-65,2018-12-31,1,"Ilha 18, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",53100.0,0.00041,0.0
11.233.841/0001-65,2018-12-31,1,"Área C, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",14000.0,0.000108,0.0
11.233.841/0001-65,2018-12-31,1,"Área D, Bairro Arquipélogo Verde , Betim - MG","Terreno Urbano em área com vocação industrial, comercial e logística",1000.0,8e-06,0.0
11.233.841/0001-65,2018-12-31,1,"Gleba 1-A, Rodovia Darly Santos , Vila Velha - ES",Terreno Urbano em área com vocação comercial e logística,78827.63,0.002618,0.0
11.233.841/0001-65,2018-12-31,1,"Gleba 1-B, Rodovia Darly Santos , Vila Velha - ES",Terreno Urbano em área com vocação comercial e logística,75815.7,0.00244,0.0
11.233.841/0001-65,2018-12-31,1,"Gleba 1-C, Rodovia Darly Santos , Vila Velha - ES",Terreno Urbano em área com vocação comercial e logística,94992.47,0.003267,0.0
11.326.746/0001-06,2018-03-31,1,"Rua Vergueiro, 5.002 - Chacara Klabin - São Paulo - SP","O Bairro Chacara Klabin, está localizado na Cidade de São Paulo, junto à Avenida Dr. Ricardo Jafet cujo término se dá na Rodovia dos Imigrantes ""principal Rodovia de ligação da cidade de São Paulo à Cidade de Santos - Litoral Sul""",10186.0,0.60064741180386,0.0
11.326.746/0001-06,2018-03-31,1,"Rua Cica s/nº, esquina com Rua São Luis - Jardim Cica - Jundiaí - SP","Rua Cica s/nº, esquina com Rua São Luis - Jardim Cica - Jundiaí - SP",12841.0,0.21622538644317,0.0
11.326.746/0001-06,2018-03-31,1,"Rua Amazonas, Qd C Lt 03 - Quinta dos Anjicos II - Jd.Maranhão - Cotia - SP","O imóvel localiza-se na Rua Amazonas, Quadra C, Lote 3, no bairro Quinta dos Anjicos, Cidade de Cotia, Estado de São Paulo, conforme descrito na matrícula, porem a inscrição municipal indica Rua AMANAS, Quadra C, Lote 3, no bairro Jardim Maranhão, Cidade de Cotia, Estado de São Paulo.",6179.0,0.0123258072530382,0.0
11.326.746/0001-06,2018-03-31,1,"Rua da Abélias, S/N - Lote 12 - Quadra G - Alphaville Dom Pedro - Campinas - SP","Rua da Abélias, S/N - Lote 12 - Quadra G - Alphaville Dom Pedro - Campinas - SP",745.03,0.0156254921975484,0.0
11.326.746/0001-06,2018-03-31,1,"Avenida Professora Déa Ehrhardt Carvalho, 100 - Casa 8B - Páteo Santa Fé - Campinas - SP","O Condomínio Alphaville Dom Pedro, localiza-se numa via perpendicular à Rodovia Dom Pedro I, principal via de acesso à cidade de Campinas",900.49,0.0220153582805682,0.0
11.326.746/0001-06,2018-03-31,1,"Rod. Anhanguera, Km 106+250 metros, sentido Campinas / Interior - Sumaré - SP","Rod. Anhanguera, Km 106+250 metros, sentido Campinas / Interior - Sumaré - SP",39266.2,0.133160544021815,0.0
11.326.746/0001-06,2018-06-30,1,"Rua Vergueiro, 5.002 - Chacara Klabin - São Paulo - SP","O Bairro Chacara Klabin, está localizado na Cidade de São Paulo, junto à Avenida Dr. Ricardo Jafet cujo término se dá na Rodovia dos Imigrantes ""principal Rodovia de ligação da cidade de São Paulo à Cidade de Santos - Litoral Sul""",10186.0,0.60064741180386,0.0
11.326.746/0001-06,2018-06-30,1,"Rua Cica s/nº, esquina com Rua São Luis - Jardim Cica - Jundiaí - SP","Rua Cica s/nº, esquina com Rua São Luis - Jardim Cica - Jundiaí - SP",12841.0,0.21622538644317,0.0
11.326.746/0001-06,2018-06-30,1,"Rua Amazonas, Qd C Lt 03 - Quinta dos Anjicos II - Jd.Maranhão - Cotia - SP","O imóvel localiza-se na Rua Amazonas, Quadra C, Lote 3, no bairro Quinta dos Anjicos, Cidade de Cotia, Estado de São Paulo, conforme descrito na matrícula, porem a inscrição municipal indica Rua AMANAS, Quadra C, Lote 3, no bairro Jardim Maranhão, Cidade de Cotia, Estado de São Paulo.",6179.0,0.0123258072530382,0.0
11.326.746/0001-06,2018-06-30,1,"Rua da Abélias, S/N - Lote 12 - Quadra G - Alphaville Dom Pedro - Campinas - SP","Rua da Abélias, S/N - Lote 12 - Quadra G - Alphaville Dom Pedro - Campinas - SP",745.03,0.0156254921975484,0.0
11.326.746/0001-06,2018-06-30,1,"Avenida Professora Déa Ehrhardt Carvalho, 100 - Casa 8B - Páteo Santa Fé - Campinas - SP","O Condomínio Alphaville Dom Pedro, localiza-se numa via perpendicular à Rodovia Dom Pedro I, principal via de acesso à cidade de Campinas",900.49,0.0220153582805682,0.0
11.326.746/0001-06,2018-06-30,1,"Rod. Anhanguera, Km 106+250 metros, sentido Campinas / Interior - Sumaré - SP","Rod. Anhanguera, Km 106+250 metros, sentido Campinas / Interior - Sumaré - SP",39266.2,0.133160544021815,0.0
11.326.746/0001-06,2018-09-30,1,"Rua Vergueiro, 5.002 - Chacara Klabin - São Paulo - SP","O Bairro Chacara Klabin, está localizado na Cidade de São Paulo, junto à Avenida Dr. Ricardo Jafet cujo término se dá na Rodovia dos Imigrantes ""principal Rodovia de ligação da cidade de São Paulo à Cidade de Santos - Litoral Sul""",10186.0,0.60064741180386,0.0
11.326.746/0001-06,2018-09-30,1,"Rua Cica s/nº, esquina com Rua São Luis - Jardim Cica - Jundiaí - SP","Rua Cica s/nº, esquina com Rua São Luis - Jardim Cica - Jundiaí - SP",12841.0,0.21622538644317,0.0
11.326.746/0001-06,2018-09-30,1,"Rua Amazonas, Qd C Lt 03 - Quinta dos Anjicos II - Jd.Maranhão - Cotia - SP","O imóvel localiza-se na Rua Amazonas, Quadra C, Lote 3, no bairro Quinta dos Anjicos, Cidade de Cotia, Estado de São Paulo, conforme descrito na matrícula, porem a inscrição municipal indica Rua AMANAS, Quadra C, Lote 3, no bairro Jardim Maranhão, Cidade de Cotia, Estado de São Paulo.",6179.0,0.0123258072530382,0.0
11.326.746/0001-06,2018-09-30,1,"Rua da Abélias, S/N - Lote 12 - Quadra G - Alphaville Dom Pedro - Campinas - SP","Rua da Abélias, S/N - Lote 12 - Quadra G - Alphaville Dom Pedro - Campinas - SP",745.03,0.0156254921975484,0.0
11.326.746/0001-06,2018-09-30,1,"Avenida Professora Déa Ehrhardt Carvalho, 100 - Casa 8B - Páteo Santa Fé - Campinas - SP","O Condomínio Alphaville Dom Pedro, localiza-se numa via perpendicular à Rodovia Dom Pedro I, principal via de acesso à cidade de Campinas",900.49,0.0220153582805682,0.0
11.326.746/0001-06,2018-09-30,1,"Rod. Anhanguera, Km 106+250 metros, sentido Campinas / Interior - Sumaré - SP","Rod. Anhanguera, Km 106+250 metros, sentido Campinas / Interior - Sumaré - SP",39266.2,0.133160544021815,0.0
11.326.746/0001-06,2018-12-31,1,"Rua Vergueiro, 5.002 - Chacara Klabin - São Paulo - SP","O Bairro Chacara Klabin, está localizado na Cidade de São Paulo, junto à Avenida Dr. Ricardo Jafet cujo término se dá na Rodovia dos Imigrantes ""principal Rodovia de ligação da cidade de São Paulo à Cidade de Santos - Litoral Sul""",10186.0,0.60064741180386,0.0
11.326.746/0001-06,2018-12-31,1,"Rua Cica s/nº, esquina com Rua São Luis - Jardim Cica - Jundiaí - SP","Rua Cica s/nº, esquina com Rua São Luis - Jardim Cica - Jundiaí - SP",12841.0,0.21622538644317,0.0
11.326.746/0001-06,2018-12-31,1,"Rua Amazonas, Qd C Lt 03 - Quinta dos Anjicos II - Jd.Maranhão - Cotia - SP","O imóvel localiza-se na Rua Amazonas, Quadra C, Lote 3, no bairro Quinta dos Anjicos, Cidade de Cotia, Estado de São Paulo, conforme descrito na matrícula, porem a inscrição municipal indica Rua AMANAS, Quadra C, Lote 3, no bairro Jardim Maranhão, Cidade de Cotia, Estado de São Paulo.",6179.0,0.0123258072530382,0.0
11.326.746/0001-06,2018-12-31,1,"Rua da Abélias, S/N - Lote 12 - Quadra G - Alphaville Dom Pedro - Campinas - SP","Rua da Abélias, S/N - Lote 12 - Quadra G - Alphaville Dom Pedro - Campinas - SP",745.03,0.0156254921975484,0.0
11.326.746/0001-06,2018-12-31,1,"Avenida Professora Déa Ehrhardt Carvalho, 100 - Casa 8B - Páteo Santa Fé - Campinas - SP","O Condomínio Alphaville Dom Pedro, localiza-se numa via perpendicular à Rodovia Dom Pedro I, principal via de acesso à cidade de Campinas",900.49,0.0220153582805682,0.0
11.326.746/0001-06,2018-12-31,1,"Rod. Anhanguera, Km 106+250 metros, sentido Campinas / Interior - Sumaré - SP","Rod. Anhanguera, Km 106+250 metros, sentido Campinas / Interior - Sumaré - SP",39266.2,0.133160544021815,0.0
11.701.400/0001-40,2018-03-31,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 4",,434.4,0.106295,0.0
11.701.400/0001-40,2018-03-31,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 4A",,364.24,0.089372,0.0
11.701.400/0001-40,2018-03-31,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 5",,365.0,0.089313,0.0
11.701.400/0001-40,2018-03-31,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 5A",,434.4,0.106295,0.0
11.701.400/0001-40,2018-06-30,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 4",,434.4,0.106295,0.0
11.701.400/0001-40,2018-06-30,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 4A",,364.24,0.089372,0.0
11.701.400/0001-40,2018-06-30,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 5",,365.0,0.089313,0.0
11.701.400/0001-40,2018-06-30,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 5A",,434.4,0.106295,0.0
11.701.400/0001-40,2018-09-30,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 4",,434.4,0.106295,0.0
11.701.400/0001-40,2018-09-30,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 4A",,364.24,0.089372,0.0
11.701.400/0001-40,2018-09-30,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 5",,365.0,0.089313,0.0
11.701.400/0001-40,2018-09-30,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 5A",,434.4,0.106295,0.0
11.701.400/0001-40,2018-12-31,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 4",,434.4,0.106295,0.0
11.701.400/0001-40,2018-12-31,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 4A",,364.24,0.089372,0.0
11.701.400/0001-40,2018-12-31,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 5",,365.0,0.089313,0.0
11.701.400/0001-40,2018-12-31,1,"R. DOS AÇUDES, QD 113, BANGÚ, RIO DE JANEIRO/RJ - LOTE 5A",,434.4,0.106295,0.0
12.804.013/0001-00,2018-03-31,1,Rodovia SC 401,Empreendimento Comercial composto de Lojas e Conjuntos,108305.1,1.0,0.0
12.804.013/0001-00,2018-06-30,1,Rodovia SC 401,Empreendimento Comercial composto de Lojas e Conjuntos,108305.1,1.0,0.0
12.804.013/0001-00,2018-09-30,1,Rodovia SC 401,Empreendimento Comercial composto de Lojas e Conjuntos,108305.1,1.0,0.0
12.804.013/0001-00,2018-12-31,1,Rodovia SC 401,Empreendimento Comercial composto de Lojas e Conjuntos,108305.1,1.0,0.0
12.927.767/0001-40,2018-03-29,1,"Avenida Francisco Bicalho, nº 146, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro.","O FII RP detém o domínio útil do imóvel, adquirido mediante integralização de cotas com bem imóvel.",14603.04,0.263722,0.0
12.927.767/0001-40,2018-03-29,1,"Avenida Pedro II, nº 67, Bairro São Cristóvão, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII RP detém o domínio, posse, direitos e ação, adquirido mediante incorporação de bem imóvel.",18400.0,0.236462,0.0
12.927.767/0001-40,2018-03-29,1,"Avenida Francisco Bicalho, nº 49, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII RP detém o domínio útil do imóvel, adquirido mediante incorporação de bem imóvel.",32240.0,0.359526,0.0
12.927.767/0001-40,2018-03-29,1,"Rua General Luiz Mendes de Moraes, nº 50, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII RP detém o domínio útil do imóvel, adquirido mediante incorporação de bem imóvel.",19564.756,0.14029,0.0
12.927.767/0001-40,2018-06-29,1,"Avenida Francisco Bicalho, nº 146, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro.","O FII RP detém o domínio útil do imóvel, adquirido mediante integralização de cotas com bem imóvel.",14603.04,0.263722,0.0
12.927.767/0001-40,2018-06-29,1,"Avenida Pedro II, nº 67, Bairro São Cristóvão, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII RP detém o domínio, posse, direitos e ação, adquirido mediante incorporação de bem imóvel.",18400.0,0.236462,0.0
12.927.767/0001-40,2018-06-29,1,"Avenida Francisco Bicalho, nº 49, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII RP detém o domínio útil do imóvel, adquirido mediante incorporação de bem imóvel.",32240.0,0.359526,0.0
12.927.767/0001-40,2018-06-29,1,"Rua General Luiz Mendes de Moraes, nº 50, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII RP detém o domínio útil do imóvel, adquirido mediante incorporação de bem imóvel.",19564.756,0.14029,0.0
12.927.767/0001-40,2018-09-28,1,"Avenida Francisco Bicalho, nº 146, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro.","O FII RP detém o domínio útil do imóvel, adquirido mediante integralização de cotas com bem imóvel.",14603.04,0.263722,0.0
12.927.767/0001-40,2018-09-28,1,"Avenida Pedro II, nº 67, Bairro São Cristóvão, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII RP detém o domínio, posse, direitos e ação, adquirido mediante incorporação de bem imóvel.",18400.0,0.236462,0.0
12.927.767/0001-40,2018-09-28,1,"Avenida Francisco Bicalho, nº 49, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII RP detém o domínio útil do imóvel, adquirido mediante incorporação de bem imóvel.",32240.0,0.359526,0.0
12.927.767/0001-40,2018-09-28,1,"Rua General Luiz Mendes de Moraes, nº 50, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII RP detém o domínio útil do imóvel, adquirido mediante incorporação de bem imóvel.",19564.756,0.14029,0.0
12.927.767/0001-40,2018-12-31,1,"Avenida Francisco Bicalho, nº 146, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro.","O FII RP detém o domínio útil do imóvel, adquirido mediante integralização de cotas com bem imóvel.",14603.04,0.263722,0.0
12.927.767/0001-40,2018-12-31,1,"Avenida Pedro II, nº 67, Bairro São Cristóvão, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII RP detém o domínio, posse, direitos e ação, adquirido mediante incorporação de bem imóvel.",18400.0,0.236462,0.0
12.927.767/0001-40,2018-12-31,1,"Avenida Francisco Bicalho, nº 49, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII RP detém o domínio útil do imóvel, adquirido mediante incorporação de bem imóvel.",32240.0,0.359526,0.0
12.927.767/0001-40,2018-12-31,1,"Rua General Luiz Mendes de Moraes, nº 50, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII RP detém o domínio útil do imóvel, adquirido mediante incorporação de bem imóvel.",19564.756,0.14029,0.0
12.978.943/0001-72,2018-12-31,2,"Av. Alexandre Colares, 1188, Parque Anhanguera, São Paulo/SP","Matrículas: nº 3619, 7930,133.252 e 133.300",111736.88,1.0,0.15
12.989.974/0001-29,2018-03-29,1,"Avenida São Cristovão, nº 1200, Bairro São Cristóvão, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII PM detém o domínio útil do imóvel, adquirido mediante compra e venda.",113209.33,0.860931,0.0
12.989.974/0001-29,2018-03-29,1,"Praça Marechal Hermes, nº 63, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII PM detém o domínio útil do imóvel, adquirido mediante compra e venda.",52906.91,0.139069,0.0
12.989.974/0001-29,2018-06-29,1,"Av São Cristovão, 1200, São Cristóvão, Rio de Janeiro/RJ","O FII PM detém o domínio útil do imóvel, adquirido mediante compra e venda.",113209.33,0.860931,0.0
12.989.974/0001-29,2018-06-29,1,"Pc Marechal Hermes, 63, Santo Cristo, Rio de Janeiro/RJ","O FII PM detém o domínio útil do imóvel, adquirido mediante compra e venda.",52906.91,0.139069,0.0
12.989.974/0001-29,2018-09-28,1,"Avenida São Cristovão, nº 1200, Bairro São Cristóvão, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII PM detém o domínio útil do imóvel, adquirido mediante compra e venda.",113209.33,0.860931,0.0
12.989.974/0001-29,2018-09-28,1,"Praça Marechal Hermes, nº 63, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII PM detém o domínio útil do imóvel, adquirido mediante compra e venda.",52906.91,0.139069,0.0
12.989.974/0001-29,2018-12-31,1,"Avenida São Cristovão, nº 1200, Bairro São Cristóvão, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII PM detém o domínio útil do imóvel, adquirido mediante compra e venda.",113209.33,0.860931,0.0
12.989.974/0001-29,2018-12-31,1,"Praça Marechal Hermes, nº 63, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro","O FII PM detém o domínio útil do imóvel, adquirido mediante compra e venda.",52906.91,0.139069,0.0
13.012.312/0001-67,2018-03-31,1,BR-163 km 95 a 23 km do Centro de Rondonópolis(All),"Os recíbiveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais,e o imóvel está concluído.",146256.0,0.526915458655938,0.513087288533874
13.012.312/0001-67,2018-03-31,1,15 km de Araguari,"Os recíbiveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais,e o imóvel está concluído.",464640.0,0.425508085756731,0.41844416023553
13.012.312/0001-67,2018-03-31,1,"Rodovia Castelo Branco km 93,Sorocaba/SP","Os recíbiveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais,e o imóvel está concluído.",2230.0,0.0267643761779253,0.0389888971469227
13.012.312/0001-67,2018-03-31,1,"Rodovia Castelo Branco km 93,Sorocaba/SP","Os recíbiveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais,e o imóvel está concluído.",14095.0,0.020812079409406,0.0294796540836733
13.012.312/0001-67,2018-06-30,1,BR-163 km 95 a 23 km do Centro de Rondonópolis(All),"Os recíbiveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais,e o imóvel está concluído.",146256.0,0.526915458655938,0.513087288533874
13.012.312/0001-67,2018-06-30,1,15 km de Araguari,"Os recíbiveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais,e o imóvel está concluído.",464640.0,0.425508085756731,0.41844416023553
13.012.312/0001-67,2018-06-30,1,"Rodovia Castelo Branco km 93,Sorocaba/SP","Os recíbiveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais,e o imóvel está concluído.",2230.0,0.0267643761779253,0.0389888971469227
13.012.312/0001-67,2018-06-30,1,"Rodovia Castelo Branco km 93,Sorocaba/SP","Os recíbiveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais,e o imóvel está concluído.",14095.0,0.020812079409406,0.0294796540836733
13.012.312/0001-67,2018-09-28,1,BR-163 km 95 a 23 km do Centro de Rondonópolis(All),"Os recíbiveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais,e o imóvel está concluído.",146256.0,0.526915458655938,0.513087288533874
