CNPJ_Fundo,Data_Referencia,Versao,Nome_Endereco_Imovel,Caracteristicas_Contratuais
08.417.532/0001-30,2017-06-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-06-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-06-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-06-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-06-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-06-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-09-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-09-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-09-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-09-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-09-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-09-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-09-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-09-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-09-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-09-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-09-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-09-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-09-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-09-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-09-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-09-30,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-12-31,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-12-31,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-12-31,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-12-31,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-12-31,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-12-31,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-12-31,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-12-31,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-12-31,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-12-31,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-12-31,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-12-31,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-12-31,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-12-31,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-12-31,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.417.532/0001-30,2017-12-31,1,Posto de Combustível,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
08.431.747/0001-06,2017-03-31,1,-,-
08.431.747/0001-06,2017-06-30,1,-,-
08.431.747/0001-06,2017-09-29,3,-,-
08.431.747/0001-06,2017-12-31,1,-,-
08.693.497/0001-82,2017-03-31,1,não há,não há
08.693.497/0001-82,2017-06-30,1,não há,não há
08.693.497/0001-82,2017-09-30,1,não há,não há
08.693.497/0001-82,2017-12-31,1,não há,não há
08.696.175/0001-97,2017-03-31,1,Ambev,Pagamento anual do aluguel em Janeiro.
08.696.175/0001-97,2017-03-31,1,Barry,Não Aplicável.
08.696.175/0001-97,2017-03-31,1,C&A,Não Aplicável.
08.696.175/0001-97,2017-03-31,1,Danfoss,Não Aplicável.
08.696.175/0001-97,2017-03-31,1,Leader Nova Iguaçu,Não Aplicável.
08.696.175/0001-97,2017-03-31,1,Magazine,Não Aplicável.
08.696.175/0001-97,2017-03-31,1,Telha Norte,Não Aplicável.
08.696.175/0001-97,2017-06-30,2,Ambev,Pagamento anual do aluguel em Janeiro.
08.696.175/0001-97,2017-06-30,2,Barry,Não Aplicável.
08.696.175/0001-97,2017-06-30,2,C&A,Não Aplicável.
08.696.175/0001-97,2017-06-30,2,Danfoss,Não Aplicável.
08.696.175/0001-97,2017-06-30,2,Leader Nova Iguaçu,Não Aplicável.
08.696.175/0001-97,2017-06-30,2,Magazine,Não Aplicável.
08.696.175/0001-97,2017-06-30,2,Telha Norte,Não Aplicável.
08.696.175/0001-97,2017-09-30,1,Ambev,Pagamento anual do aluguel em Janeiro.
08.696.175/0001-97,2017-09-30,1,Barry,Não Aplicável.
08.696.175/0001-97,2017-09-30,1,C&A,Não Aplicável.
08.696.175/0001-97,2017-09-30,1,Danfoss,Não Aplicável.
08.696.175/0001-97,2017-09-30,1,Leader Nova Iguaçu,Não Aplicável.
08.696.175/0001-97,2017-09-30,1,Magazine,Não Aplicável.
08.696.175/0001-97,2017-09-30,1,Telha Norte,Não Aplicável.
08.696.175/0001-97,2017-12-31,1,Ambev,Pagamento anual do aluguel em Janeiro.
08.696.175/0001-97,2017-12-31,1,Barry,Não Aplicável.
08.696.175/0001-97,2017-12-31,1,C&A,Não Aplicável.
08.696.175/0001-97,2017-12-31,1,Danfoss,Não Aplicável.
08.696.175/0001-97,2017-12-31,1,Leader Nova Iguaçu,Não Aplicável.
08.696.175/0001-97,2017-12-31,1,Magazine,Não Aplicável.
08.696.175/0001-97,2017-12-31,1,Telha Norte,Não Aplicável.
08.706.065/0001-69,2017-03-31,1,Ibis Styles Faria Lima,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Ibis Congonhas,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Comfort Nova Paulista,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Tryp Itaim,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Intercity Premium Berrini,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Meliá Jardim Europa,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Ibis São Paulo Paulista,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Blue Tree Faria Lima,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Ibis Budget Paulista,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Tryp Berrini,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Tryp Iguatemi,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Wyndham Berrini,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Intercity Premium Ibirapuera,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Ibis Budget Jardins,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Estanplaza Nações Unidas,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Quality Jardins,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Estanplaza Ibirapuera,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Intercity Nações Unidas,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Gran Estanplaza,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Tryp Paulista,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Estanplaza Berrini,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Estanplaza International,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-03-31,1,Staybridge Suites São Paulo,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Ibis Styles Faria Lima,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Estanplaza Funchal,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Nobile Paulista Prime,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Ibis Congonhas,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Comfort Nova Paulista,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Tryp Itaim,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Intercity Premium Berrini,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Meliá Jardim Europa,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Ibis São Paulo Paulista,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Blue Tree Faria Lima,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Ibis Budget Paulista,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Tryp Berrini,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Tryp Iguatemi,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Wyndham Berrini,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Intercity Premium Ibirapuera,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Ibis Budget Jardins,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Estanplaza Nações Unidas,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Quality Jardins,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Estanplaza Ibirapuera,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Intercity Nações Unidas,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Gran Estanplaza,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Tryp Paulista,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Estanplaza Berrini,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Estanplaza International,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-06-30,4,Staybridge Suites São Paulo,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Ibis Styles Faria Lima,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Estanplaza Funchal,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Nobile Paulista Prime,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Ibis Congonhas,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Comfort Nova Paulista,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Tryp Itaim,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Intercity Premium Berrini,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Meliá Jardim Europa,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Ibis São Paulo Paulista,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Blue Tree Faria Lima,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Ibis Budget Paulista,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Tryp Berrini,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Tryp Iguatemi,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Wyndham Berrini,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Intercity Premium Ibirapuera,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Ibis Budget Jardins,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Estanplaza Nações Unidas,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Estanplaza Ibirapuera,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Intercity Nações Unidas,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Gran Estanplaza,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Tryp Paulista,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Estanplaza Berrini,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Estanplaza International,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-09-30,1,Staybridge Suites São Paulo,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Ibis Styles Faria Lima,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Estanplaza Funchal,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Nobile Paulista Prime,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Ibis Congonhas,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Comfort Nova Paulista,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Tryp Itaim,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Intercity Premium Berrini,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Meliá Jardim Europa,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Ibis São Paulo Paulista,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Blue Tree Faria Lima,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Ibis Budget Paulista,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Tryp Berrini,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Tryp Iguatemi,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Wyndham Berrini,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Intercity Premium Ibirapuera,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Ibis Budget Jardins,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Estanplaza Nações Unidas,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Estanplaza Ibirapuera,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Intercity Nações Unidas,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Gran Estanplaza,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Tryp Paulista,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Estanplaza Berrini,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Estanplaza International,Não possui caracteristicas que destoem dos demais
08.706.065/0001-69,2017-12-31,2,Staybridge Suites São Paulo,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-03-31,1,Centro Empresarial Barra Shopping,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-03-31,1,Flamengo Park Towers,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-03-31,1,Edifício Eldorado Business Tower,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-03-31,1,Edifício Volkswagen,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-03-31,1,Centro Empresarial Transatlantico,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-03-31,1,Edifício Cargill,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-03-31,1,Edifício Burity,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-06-30,1,Centro Empresarial Barra Shopping,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-06-30,1,Flamengo Park Towers,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-06-30,1,Edifício Eldorado Business Tower,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-06-30,1,Edifício Volkswagen,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-06-30,1,Centro Empresarial Transatlantico,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-06-30,1,Edifício Cargill,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-06-30,1,Edifício Burity,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-09-30,1,Centro Empresarial Barra Shopping,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-09-30,1,Flamengo Park Towers,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-09-30,1,Edifício Eldorado Business Tower,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-09-30,1,Edifício Volkswagen,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-09-30,1,Centro Empresarial Transatlantico,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-09-30,1,Edifício Cargill,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-09-30,1,Edifício Burity,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-12-31,2,Centro Empresarial Barra Shopping,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-12-31,2,Flamengo Park Towers,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-12-31,2,Edifício Eldorado Business Tower,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-12-31,2,Edifício Volkswagen,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-12-31,2,Centro Empresarial Transatlantico,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-12-31,2,Edifício Cargill,Não possui caracteristicas que destoem dos demais
08.924.783/0001-01,2017-12-31,2,Edifício Burity,Não possui caracteristicas que destoem dos demais
09.006.914/0001-34,2017-03-31,2,Não se aplica .,Não se aplica
09.006.914/0001-34,2017-06-30,1,Não se aplica .,Não se aplica
09.006.914/0001-34,2017-09-30,1,Não se aplica .,Não se aplica
09.006.914/0001-34,2017-12-31,1,Não se aplica.,Não se aplica.
09.072.017/0001-29,2017-03-31,1,-,-
09.072.017/0001-29,2017-06-30,1,-,-
09.072.017/0001-29,2017-09-29,1,-,-
09.072.017/0001-29,2017-12-31,2,-,-
09.150.967/0001-24,2017-03-31,1,"Rua Antonio Utrila, 349 - Guarulhos",Contrato de Locação vigente até 31/03/2023.
09.150.967/0001-24,2017-03-31,1,"Rodovia Presidente Dutra, km 53 - Lorena",Imóvel desocupado.
09.150.967/0001-24,2017-03-31,1,"Avenida Dr. Rudge Ramos, 1.501 -SBC",Contrato de Locação vigente até 25/10/2027.
09.150.967/0001-24,2017-06-30,1,"Rua Antonio Utrila, 349 - Guarulhos",Contrato de Locação vigente até 31/03/2023.
09.150.967/0001-24,2017-06-30,1,"Rodovia Presidente Dutra, km 53 - Lorena",Imóvel desocupado.
09.150.967/0001-24,2017-06-30,1,"Avenida Dr. Rudge Ramos, 1.501 -SBC",Contrato de Locação vigente até 25/10/2027.
09.150.967/0001-24,2017-09-29,1,"Rua Antonio Utrila, 349 - Guarulhos",Contrato de Locação vigente até 31/03/2023.
09.150.967/0001-24,2017-09-29,1,"Rodovia Presidente Dutra, km 53 - Lorena",Imóvel desocupado.
09.150.967/0001-24,2017-09-29,1,"Avenida Dr. Rudge Ramos, 1.501 -SBC",Contrato de Locação vigente até 25/10/2027.
09.150.967/0001-24,2017-12-29,1,"Rua Antonio Utrila, 349 - Guarulhos",Contrato de Locação vigente até 31/03/2023.
09.150.967/0001-24,2017-12-29,1,"Rodovia Presidente Dutra, km 53 - Lorena",Imóvel desocupado.
09.150.967/0001-24,2017-12-29,1,"Avenida Dr. Rudge Ramos, 1.501 -SBC",Contrato de Locação vigente até 25/10/2027.
09.276.964/0001-31,2017-03-31,1,Edifício Commercial Brascan Century Plaza,Não possui caracteristicas que destoem dos demais
09.276.964/0001-31,2017-06-30,1,Edifício Commercial Brascan Century Plaza,Não possui caracteristicas que destoem dos demais
09.276.964/0001-31,2017-09-30,1,Edifício Commercial Brascan Century Plaza,Não possui caracteristicas que destoem dos demais
09.276.964/0001-31,2017-12-31,2,Edifício Commercial Brascan Century Plaza,Não possui caracteristicas que destoem dos demais
09.326.861/0001-39,2017-03-31,1,Shopping West Plaza,Não possui caracteristicas que destoem dos demais
09.326.861/0001-39,2017-06-30,2,Shopping West Plaza,Não possui caracteristicas que destoem dos demais
09.326.861/0001-39,2017-09-30,1,Shopping West Plaza,Não possui caracteristicas que destoem dos demais
09.326.861/0001-39,2017-12-31,3,Shopping West Plaza,Não possui caracteristicas que destoem dos demais
09.350.920/0001-04,2017-03-31,1,Indianópolis,Demais cláusulas são confidenciais.
09.350.920/0001-04,2017-03-31,1,Muniz Barreto,Demais cláusulas são confidenciais.
09.350.920/0001-04,2017-03-31,1,"Marquês de Olinda, 51",Demais cláusulas são confidenciais.
09.350.920/0001-04,2017-03-31,1,"Marquês de Olinda, 70",Demais cláusulas são confidenciais.
09.350.920/0001-04,2017-06-30,1,Indianópolis,Demais cláusulas são confidenciais.
09.350.920/0001-04,2017-06-30,1,Muniz Barreto,Demais cláusulas são confidenciais.
09.350.920/0001-04,2017-06-30,1,"Marquês de Olinda, 51",Demais cláusulas são confidenciais.
09.350.920/0001-04,2017-06-30,1,"Marquês de Olinda, 70",Demais cláusulas são confidenciais.
09.350.920/0001-04,2017-09-30,1,Indianópolis,Demais cláusulas são confidenciais.
09.350.920/0001-04,2017-09-30,1,Muniz Barreto,Demais cláusulas são confidenciais.
09.350.920/0001-04,2017-09-30,1,"Marquês de Olinda, 51",Demais cláusulas são confidenciais.
09.350.920/0001-04,2017-09-30,1,"Marquês de Olinda, 70",Demais cláusulas são confidenciais.
09.350.920/0001-04,2017-12-31,1,Indianópolis,Demais cláusulas são confidenciais.
09.350.920/0001-04,2017-12-31,1,Muniz Barreto,Demais cláusulas são confidenciais.
09.350.920/0001-04,2017-12-31,1,"Marquês de Olinda, 51",Demais cláusulas são confidenciais.
09.350.920/0001-04,2017-12-31,1,"Marquês de Olinda, 70",Demais cláusulas são confidenciais.
